word,reading,pos,english
重量,じゅうりょう,N,heavyweight
重力,じゅうりょく,N,gravity
熟語,じゅくご,N,"idiom, kanji compound"
祝日,しゅくじつ,N,national holiday
縮小,しゅくしょう,N,"reduction, curtailment"
受験,じゅけん,N,taking an examination
主語,しゅご,N,(gram) subject
主人,しゅじん,N,(one's own) husband
出勤,しゅっきん,N,"going to work, at work"
述語,じゅつご,N,predicate
出張,しゅっちょう,N,"official tour, business trip"
寿命,じゅみょう,N,life span
主役,しゅやく,N,leading part
受話器,じゅわき,N,(telephone) receiver
循環,じゅんかん,N,"circulation, rotation, cycle"
巡査,じゅんさ,N,policeman
順々,じゅんじゅん,N,"in order, in turn"
順序,じゅんじょ,N,"order, sequence, procedure"
純情,じゅんじょう,N,pure heart
純粋,じゅんすい,N,"pure, genuine, unmixed"
消化,しょうか,N,digestion
小学生,しょうがくせい,N,elementary school pupil
しょうがない,しょうがない,N,It is not worth ~
将棋,しょうぎ,N,Japanese chess
蒸気,じょうき,N,"steam, vapor"
定規,じょうぎ,N,(measuring) ruler
上級,じょうきゅう,N,"advanced level, high grade, senior"
商業,しょうぎょう,N,"commerce, trade, business"
消極的,しょうきょくてき,N,passive
賞金,しょうきん,N,"prize, monetary award"
上下,じょうげ,N,"high and low, up and down"
障子,しょうじ,N,paper sliding door
商社,しょうしゃ,N,trading company
乗車,じょうしゃ,N,"taking a train, entraining"
上旬,じょうじゅん,N,first 10 days of month
小数,しょうすう,N,"fraction (part of), decimal"
生ずる,しょうずる,V,"to cause, to arise, to be generated"
商店,しょうてん,N,"shop, business firm"
焦点,しょうてん,N,"focus, point"
消毒,しょうどく,N,disinfection
勝敗,しょうはい,N,"victory or defeat, issue (of battle)"
蒸発,じょうはつ,N,evaporation; unexplained disappearance
上品,じょうひん,N,"refined, elegant, well-mannered"
勝負,しょうぶ,N,"victory or defeat, game"
小便,しょうべん,N,"(col) urine, piss"
消防署,しょうぼうしょ,N,fire station
正味,しょうみ,N,net (weight)
正面,しょうめん,N,front
消耗,しょうもう,N,"exhaustion, consumption"
初級,しょきゅう,N,elementary level
助教授,じょきょうじゅ,N,assistant professor
食塩,しょくえん,N,table salt
職人,しょくにん,N,"artisan, craftsman"
職場,しょくば,N,workplace
初旬,しょじゅん,N,first 10 days of the month
書籍,しょせき,N,"book, publication"
食器,しょっき,N,tableware
ショップ,ショップ,N,a shop
書店,しょてん,N,bookshop
書道,しょどう,N,calligraphy
初歩,しょほ,N,"elements, rudiments"
白髪,しらが,N,"white or grey hair, trendy hair bleaching"
シリーズ,シリーズ,N,series
知り合い,しりあい,N,acquaintance
私立,しりつ,N,private (establishment)
資料,しりょう,N,"materials, data"
汁,しる,N,"juice, soup"
素人,しろうと,N,"layman, amateur, novice"
芯,しん,N,"core, heart, wick"
新幹線,しんかんせん,N,"Shinkansen, ""Bullet Train"""
真空,しんくう,N,vacuum
人事,じんじ,N,"human resources, personnel management"
心身,しんしん,N,mind and body
信ずる,しんずる,V,to believe
申請,しんせい,N,"application, request, petition"
人造,じんぞう,N,"man-made, synthetic, artificial"
寝台,しんだい,N,bed
診断,しんだん,N,diagnosis
侵入,しんにゅう,N,"invasion, raid, trespass"
人文科学,じんぶんかがく,N,"social sciences, humanities"
人命,じんめい,N,(human) life
深夜,しんや,N,late at night
森林,しんりん,N,"forest, woods"
親類,しんるい,N,relative(s) (same as 親戚 (しんせき))
針路,しんろ,N,"course, direction"
神話,しんわ,N,"myth, legend"
水産,すいさん,N,"marine products, fisheries"
炊事,すいじ,N,cooking
水蒸気,すいじょうき,N,"water vapor, steam"
水素,すいそ,N,hydrogen
垂直,すいちょく,N,"vertical, perpendicular"
推定,すいてい,N,"presumption, assumption, estimation"
水滴,すいてき,N,drop of water
水筒,すいとう,N,"canteen, flask, water bottle"
随筆,ずいひつ,N,"essays, miscellaneous writings"
水分,すいぶん,N,moisture
水平,すいへい,N,"level, horizontal"
水平線,すいへいせん,N,horizon
水面,すいめん,N,water's surface
水曜,すいよう,N,Wednesday
図々しい,ずうずうしい,N,"impudent, shameless"
ずうっと,ずうっと,N,"all the time, all the way"
末っ子,すえっこ,N,youngest child
スカーフ,スカーフ,N,scarf
図鑑,ずかん,N,picture book
隙,すき,N,"unguarded moment, chance"
杉,すぎ,N,Japanese cedar
好き嫌い,すききらい,N,"likes and dislikes, taste"
好き好き,すきずき,N,matter of taste
透き通る,すきとおる,V,to be(come) transparent
隙間,すきま,N,"crack, gap, opening"
スクール,スクール,N,school
少なくとも,すくなくとも,N,at least
図形,ずけい,N,figure
鈴,すず,N,bell
涼む,すずむ,V,"to cool oneself, to cool off"
スタート,スタート,N,start
スチュワーデス,スチュワーデス,N,stewardess
すっきり,すっきり,N,"shapely, clear, neat"
ステージ,ステージ,N,stage; performance
ストッキング,ストッキング,N,stockings
ストップ,ストップ,N,stop
素直,すなお,N,"obedient, meek, docile"
頭脳,ずのう,N,"head, brains, intellect"
スピーカー,スピーカー,N,speaker
図表,ずひょう,N,"chart, diagram, graph"
スマート,スマート,N,"smart, stylish, slim"
住まい,すまい,N,"dwelling, house"
すまない,すまない,N,sorry (phrase)
相撲,すもう,N,sumo wrestling
スライド,スライド,N,slide
ずらす,ずらす,V,"to put off, to delay"
ずらり,ずらり,N,"in a line, in a row"
スリッパ,スリッパ,N,slippers
狡い,ずるい,N,"sly, cunning"
寸法,すんぽう,N,"measurement, size, dimension"
税関,ぜいかん,N,customs
製作,せいさく,N,"manufacture, production"
制作,せいさく,N,"work (e.g., film, book)"
清書,せいしょ,N,clean copy
青少年,せいしょうねん,N,"youth, young person"
整数,せいすう,N,integer
清掃,せいそう,N,cleaning
生存,せいぞん,N,"existence, being, survival"
政党,せいとう,N,(member of) political party
性能,せいのう,N,"ability, capability"
整備,せいび,N,"maintenance, overhaul"
成分,せいぶん,N,"ingredient, component, composition"
性別,せいべつ,N,"sex, gender"
正方形,せいほうけい,N,square
正門,せいもん,N,"main gate, main entrance"
成立,せいりつ,N,"formation, establishment, completion"
西暦,せいれき,N,"Christian Era, after (Christ’s) death (A.D.)"
背負う,せおう,V,to be burdened with; to carry on (one's) back or shoulder(s)
赤道,せきどう,N,equator
折角,せっかく,N,"with trouble, at great pains, long-awaited"
接近,せっきん,N,"getting closer, drawing nearer, approaching"
接する,せっする,V,to attend to (someone); to associate with
せっせと,せっせと,N,"busily, away"
接続,せつぞく,N,"connection, union, join, link; changing trains"
瀬戸物,せともの,N,"earthenware, crockery, china"
ぜひとも,ぜひとも,N,by all means (with sense of not taking 'no' for an answer)
迫る,せまる,V,"to draw near, to press"
ゼミ,ゼミ,N,seminar
せめて,せめて,N,at least
セメント,セメント,N,cement
台詞,せりふ,N,"speech, words, one's lines, remarks"
栓,せん,N,"stopper, cork, stopcock"
前後,ぜんご,N,"front and back, before and after"
全集,ぜんしゅう,N,complete works
扇子,せんす,N,folding fan
専制,せんせい,N,"despotism, autocracy"
先々月,せんせんげつ,N,month before last
先々週,せんせんしゅう,N,2 weeks before
先祖,せんぞ,N,ancestor
先端,せんたん,N,"pointed end, tip"
センチ,センチ,N,centimeter
先頭,せんとう,N,"head, lead, vanguard"
全般,ぜんぱん,N,"(the) whole, general"
扇風機,せんぷうき,N,electric fan
洗面,せんめん,N,"wash up (one's face), have a wash"
全力,ぜんりょく,N,"all one's power, whole energy"
線路,せんろ,N,"line, track, roadbed"
相違,そうい,N,"difference, discrepancy, variation"
そういえば,そういえば,N,which reminds me ..
雑巾,ぞうきん,N,"house-cloth, dust cloth"
増減,ぞうげん,N,"increase and decrease, fluctuation"
倉庫,そうこ,N,"storehouse, warehouse"
相互,そうご,N,"mutual, reciprocal"
創作,そうさく,N,"production, creation, work"
葬式,そうしき,N,funeral
造船,ぞうせん,N,shipbuilding
騒々しい,そうぞうしい,N,"noisy, boisterous"
増大,ぞうだい,N,"increase, growth"
そうっと,そうっと,N,"softly, cautiously, gently"
送別,そうべつ,N,"farewell, send-off"
草履,ぞうり,N,Japanese sandals (footwear)
総理大臣,そうりだいじん,N,Prime Minister
送料,そうりょう,N,"postage, carriage"
属する,ぞくする,V,"to belong to, to come under"
続々,ぞくぞく,N,"successively, one after another"
速達,そくたつ,N,"express, special delivery"
測定,そくてい,N,measurement
測量,そくりょう,N,"measurement, surveying"
速力,そくりょく,N,speed
素質,そしつ,N,"talent, capability"
祖先,そせん,N,ancestor(s)
そそっかしい,そそっかしい,N,"careless, thoughtless"
卒直,そっちょく,N,"frank, candid, honest"
率直,そっちょく,N,"frank, candid, straightforward, openhearted, direct, outspoken"
そのころ,そのころ,N,"in those days, at that time, then"
そのため,そのため,N,"hence, for that reason"
その他,そのほか,N,besides
剃る,そる,V,to shave
それなのに,それなのに,N,"though, although"
それなら,それなら,N,"If that's the case..., If so..., That being the case..."
それはいけませんね (かん),それはいけませんね (かん),N,that's not good
逸れる,それる,V,"to stray (turn) from subject, to go astray"
算盤,そろばん,N,abacus
存じる,ぞんじる,N,(humble) to know
存ずる,ぞんずる,N,(humble) to know
損得,そんとく,N,"loss and gain, advantage and disadvantage"
タイア,タイア,N,"tire, tyre"
だいいち (とりわけ),だいいち (とりわけ),N,"first, foremost,&nbsp;&nbsp;#1"
大学院,だいがくいん,N,graduate school
大工,だいく,N,carpenter
体系,たいけい,N,"system, organization"
太鼓,たいこ,N,"drum, tambourine"
対策,たいさく,N,"counter-plan, counter-measure"
大して,たいして,N,"(not so) much, (not) very"
大小,だいしょう,N,size
体制,たいせい,N,"order, system, structure"
体積,たいせき,N,"capacity, volume"
大層,たいそう,N,"very much, greatly"
体操,たいそう,N,"gymnastics, physical exercises, calisthenics"
大木,たいぼく,N,large tree
代名詞,だいめいし,N,pronoun
ダイヤグラム,ダイヤグラム,N,diagram
ダイヤモンド,ダイヤモンド,N,diamond
ダイヤル,ダイヤル,N,dial
対立,たいりつ,N,"confrontation, opposition, antagonism"
田植え,たうえ,N,rice planting
絶えず,たえず,N,constantly
楕円,だえん,N,ellipse
耕す,たがやす,V,"to till, to plow, to cultivate"
滝,たき,N,waterfall
蓄える,たくわえる,V,"to save, to store, to lay in stock"
竹,たけ,N,bamboo
ただいま,ただいま,N,"Here I am, I'm home!"
但し,ただし,N,"but, however, provided that"
立ち止まる,たちどまる,V,"to stop, to halt, to stand still"
たちまち,たちまち,N,"instantly, suddenly, all at once"
脱線,だっせん,N,"derailment, digression"
妥当,だとう,N,"proper, appropriate"
例える,たとえる,V,"to compare, to liken"
頼もしい,たのもしい,N,"reliable, promising"
ダブル,ダブル,N,double
ダム,ダム,N,dam
溜息,ためいき,N,a sigh
ためらう,ためらう,V,to be hesitant
だらしない,だらしない,N,"slovenly, loose, a slut"
足る,たる,V,"to be sufficient, to be enough"
段階,だんかい,N,"gradation, grade, stage"
短期,たんき,N,short term
炭鉱,たんこう,N,"coal mine, coal pit"
短所,たんしょ,N,"defect, weak point; disadvantage"
たんす,たんす,N,chest of drawers
淡水,たんすい,N,fresh water
断水,だんすい,N,water outage
単数,たんすう,N,singular (number)
団地,だんち,N,housing complex
断定,だんてい,N,"conclusion, decision"
短編,たんぺん,N,"short (e.g., story, film)"
田ぼ,たんぼ,N,"paddy field, farm"
誓う,ちかう,V,"to swear, to vow"
地下水,ちかすい,N,underground water
近々,ちかぢか,N,"soon, before long"
近付ける,ちかづける,V,"to bring near, to put close, to let come near"
近寄る,ちかよる,V,"to approach, to draw near"
力強い,ちからづよい,N,"powerful, strong, vigorous"
ちぎる,ちぎる,V,"to cut up fine, to pick (fruit)"
地質,ちしつ,N,geological features
知人,ちじん,N,"friend, acquaintance"
地帯,ちたい,N,"area, zone"
縮む,ちぢむ,V,"to shrink, to be contracted"
縮める,ちぢめる,V,"to shorten, to reduce, to shrink"
縮れる,ちぢれる,V,"to be wavy, to be curled"
チップ,チップ,N,"gratuity, tip; chip"
地点,ちてん,N,"site, point on a map"
地名,ちめい,N,place name
茶色い,ちゃいろい,N,brown
着々,ちゃくちゃく,N,steadily
中間,ちゅうかん,N,"middle, midway, interim"
中旬,ちゅうじゅん,N,second third of a month
抽象,ちゅうしょう,N,abstract
中世,ちゅうせい,N,"Middle Ages, medieval times"
中性,ちゅうせい,N,"neuter gender, neutral"
中途,ちゅうと,N,"in the middle, half-way"
中年,ちゅうねん,N,middle-aged
チョーク,チョーク,N,chalk
超過,ちょうか,N,"excess, being more than"
彫刻,ちょうこく,N,"carving, engraving, sculpture"
長所,ちょうしょ,N,"strong point, merit; advantage"
長女,ちょうじょ,N,eldest daughter
調整,ちょうせい,N,"regulation, adjustment, tuning"
調節,ちょうせつ,N,"regulation, adjustment, control"
長短,ちょうたん,N,"length, long and short, +-"
頂点,ちょうてん,N,"top, summit"
長男,ちょうなん,N,eldest son
長方形,ちょうほうけい,N,"rectangle, oblong"
調味料,ちょうみりょう,N,"condiment, seasoning"
直後,ちょくご,N,immediately following
直線,ちょくせん,N,straight line
直前,ちょくぜん,N,just before
直通,ちょくつう,N,direct connection
直流,ちょくりゅう,N,direct current
貯蔵,ちょぞう,N,"storage, preservation"
直角,ちょっかく,N,right angle
直径,ちょっけい,N,diameter
散らかす,ちらかす,V,"to scatter around, to leave untidy"
散らかる,ちらかる,V,to be in disorder
塵紙,ちりがみ,N,"tissue paper, toilet paper"
追加,ついか,N,"addition, supplement, appendix"
ついで,ついで,N,"opportunity, occasion"
つうか,つうか,N,currency
通ずる,つうずる,V,"to lead, to run, to open"
通知,つうち,N,"notice, notification"
通帳,つうちょう,N,bankbook
通用,つうよう,N,"popular use, circulation"
通路,つうろ,N,"passage, pathway"
突き当たり,つきあたり,N,"end (e.g., of street)"
突き当たる,つきあたる,V,"to run into, to collide with"
月日,つきひ,N,"time, years, days"
突っ込む,つっこむ,V,"to plunge into, to stick into"
務める,つとめる,V,"to serve, to act"
努める,つとめる,V,"to try, to aim"
綱,つな,N,rope
繋がり,つながり,N,"connection, link, relationship"
粒,つぶ,N,grain
潰す,つぶす,V,"to smash, to waste"
潰れる,つぶれる,V,"to be smashed, to go bankrupt"
つまずく,つまずく,V,"to stumble, to trip"
躓く,つまずく,V,"to trip (over), to stumble"
詰まる,つまる,V,"to be blocked, to be packed"
爪,つめ,N,fingernail or toenail
艶,つや,N,"gloss, glaze"
強気,つよき,N,"firm, strong"
釣り合う,つりあう,V,"to balance, to be in harmony, to suit"
吊る,つる,V,to hang
吊す,つるす,V,to hang
テーマ,テーマ,N,"theme, project, topic (GER: Thema)"
手洗い,てあらい,N,"restroom, lavatory"
定員,ていいん,N,"fixed number of regular personnel, capacity (e.g., of boat)"
定価,ていか,N,established price
低下,ていか,N,"fall, decline"
定期券,ていきけん,N,"commuter pass, season ticket"
定休日,ていきゅうび,N,regular holiday
停止,ていし,N,"suspension, interruption, stoppage"
停車,ていしゃ,N,"stopping (e.g., train)"
出入り,でいり,N,"in and out, coming and going"
出入口,でいりぐち,N,exit and entrance
出入り口,でいりぐち,N,exit and entrance
手入れ,ていれ,N,"repairs, maintenance"
出来上がり,できあがり,N,"be finished, ready"
出来上がる,できあがる,V,"to be finished, to be ready"
的確,てきかく,N,"precise, accurate"
適確,てきかく,N,"precise, accurate"
手首,てくび,N,wrist
凸凹,でこぼこ,N,"unevenness, roughness, ruggedness"
手頃,てごろ,N,"moderate, handy"
手ごろ,てごろ,N,"handy, convenient suitable, reasoanble, moderate"
弟子,でし,N,"pupil, disciple, apprentice"
でたらめ,でたらめ,N,"irresponsible utterance, nonsense; random"
手帳,てちょう,N,notebook
鉄橋,てっきょう,N,iron bridge
手続き,てつづき,N,"procedure, (legal) process, formalities"
鉄砲,てっぽう,N,gun
テニスコート,テニスコート,N,tennis court
手拭い,てぬぐい,N,(hand) towel
手前,てまえ,N,"before, this side"
出迎え,でむかえ,N,"meeting, reception"
出迎える,でむかえる,V,"to meet, to greet"
照らす,てらす,V,"to shine on, to illuminate"
照る,てる,V,to shine
展開,てんかい,N,"develop, expansion (opposite of compression)"
伝記,でんき,N,"biography, life story"
電球,でんきゅう,N,light bulb
点数,てんすう,N,"marks, points, score"
伝染,でんせん,N,contagion
電池,でんち,N,battery
電柱,でんちゅう,N,"telephone pole, telegraph pole, light pole"
点々,てんてん,N,"here and there, little by little"
転々,てんてん,N,from one to another
天皇,てんのう,N,Emperor of Japan
電波,でんぱ,N,electro-magnetic wave
テンポ,テンポ,N,tempo
電流,でんりゅう,N,electric current
電力,でんりょく,N,electric power
問い合わせ,といあわせ,N,inquiry
銅,どう,N,copper
どういたしまして (かん),どういたしまして (かん),N,"you are welcome, don't mention it"
統一,とういつ,N,"unity, consolidation, uniformity"
同格,どうかく,N,"the same rank, equality, apposition"
峠,とうげ,N,"ridge, (mountain) pass, difficult part"
統計,とうけい,N,statistics
動作,どうさ,N,"action, movements, motions"
東西,とうざい,N,"East and West, whole country"
当日,とうじつ,N,"appointed day, very day"
投書,とうしょ,N,"letter to the editor, letter from a reader, contribution"
登場,とうじょう,N,entry (on stage)
どうせ,どうせ,N,"anyhow, in any case, at any rate"
灯台,とうだい,N,lighthouse
盗難,とうなん,N,"theft, robbery"
当番,とうばん,N,being on duty
等分,とうぶん,N,division into equal parts
透明,とうめい,N,"transparency, cleanness"
灯油,とうゆ,N,"lamp oil, kerosene"
童話,どうわ,N,fairy tale
通り掛かる,とおりかかる,V,to happen to pass by
溶かす,とかす,V,"to melt, to dissolve"
尖る,とがる,V,"to taper to a point, to become sharp"
どきどき,どきどき,N,"throb, beat (fast)"
特殊,とくしゅ,N,"special, unique"
特色,とくしょく,N,"characteristic, feature"
特定,とくてい,N,"specific, special, particular"
特売,とくばい,N,special sale
溶け込む,とけこむ,V,to melt into; to become a part of
退ける,どける,V,"to dislodge, to put something out of the way"
床の間,とこのま,N,alcove
所々,ところどころ,N,"here and there, some parts (of something)"
都心,としん,N,heart (of city)
戸棚,とだな,N,"cupboard, cabinet"
とっくに,とっくに,N,"long ago, already, a long time ago"
どっと,どっと,N,suddenly
整う,ととのう,V,"to be prepared, to be in order, to be arranged"
留まる,とどまる,V,"to be fixed; to abide, to stay (in the one place)"
怒鳴る,どなる,V,"to shout, to yell"
殿,どの,N,Mister (mostly in addressing someone on an envelope)
飛び込む,とびこむ,V,"to jump in, to leap in, to plunge into"
ともかく,ともかく,N,"anyhow, at any rate, anyway"
捕える,とらえる,V,"to seize, to capture, to arrest"
取り入れる,とりいれる,V,"to harvest, to take in, to adopt"
取り消す,とりけす,V,to cancel
取り出す,とりだす,V,"to take out, to pick out"
採る,とる,V,"to adopt (measure, proposal); to pick (fruit)"
捕る,とる,V,"to take, to catch (fish)"
丼,どんぶり,N,"porcelain bowl, bowl of rice with food on top"
内科,ないか,N,"internist clinic, internal medicine"
内線,ないせん,N,phone extension
ナイロン,ナイロン,N,nylon
仲直り,なかなおり,N,"reconciliation, make peace with"
長引く,ながびく,V,"to be prolonged, to drag on"
中指,なかゆび,N,middle finger
仲良し,なかよし,N,"intimate friend, bosom buddy"
慰める,なぐさめる,V,"to comfort, to console"
為す,なす,V,"to accomplish, to do"
謎謎,なぞなぞ,N,riddle
傾らか,なだらか,N,"gradual, gentle"
懐かしい,なつかしい,N,"dear, desired, missed"
撫でる,なでる,V,"to brush gently, to stroke"
斜め,ななめ,N,"diagonal, oblique"
なにしろ,なにしろ,N,"at any rate, in any case"
何しろ,なにしろ,N,"in any case, at any rate, anyhow, anyway, as you know, for you see, particularly"
何々,なになに,N,"such and such, What?"
何分,なにぶん,N,"by all means, please"
生意気,なまいき,N,"impertinent, impudent"
生意気な,なまいきな,N,"impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash"
並木,なみき,N,"roadside tree, row of trees"
倣う,ならう,V,"to imitate, to follow, to emulate"
南極,なんきょく,N,"south pole, Antarctic"
なんとなく,なんとなく,N,"somehow or other, for some reason or another"
なんとも,なんとも,V,"nothing (with neg. verb), quite, not a bit"
何とも,なんとも,N,"really, very, extremely, terribly, awfully (not) anything, (not) at all, (not) a bit"
ナンバー,ナンバー,N,number
南米,なんべい,N,South America
南北,なんぼく,N,south and north
匂う,におう,V,"to be fragrant, to smell"
逃がす,にがす,V,"to let loose, to set free, to let escape"
憎い,にくい,N,"hateful, abominable, detestable"
憎む,にくむ,V,"to hate, to detest"
憎らしい,にくらしい,N,"odious, hateful"
にこにこ,にこにこ,N,"smile sweetly, smiley"
濁る,にごる,V,"to become muddy, to get cloudy"
虹,にじ,N,rainbow
日時,にちじ,N,date and time
日用品,にちようひん,N,daily necessities
日課,にっか,N,"daily work, daily routine"
日程,にってい,N,schedule
鈍い,にぶい,N,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid"
入社,にゅうしゃ,N,entry to a company
女房,にょうぼう,N,wife
睨む,にらむ,V,"to glare at, to stare; to keep an eye on"
俄,にわか,N,"sudden, abrupt, unexpected"
縫う,ぬう,V,to sew
ねじ,ねじ,N,(a) screw
捩る,ねじる,V,to twist
ネックレス,ネックレス,N,necklace
熱する,ねっする,V,to heat
寝間着,ねまき,N,"sleep-wear, pajamas"
寝巻,ねまき,N,"sleep-wear, pajamas"
狙い,ねらい,N,aim
狙う,ねらう,V,to aim at
年度,ねんど,N,"year, fiscal year"
農産物,のうさんぶつ,N,agricultural produce
農村,のうそん,N,agricultural community
濃度,のうど,N,"concentration, density"
農薬,のうやく,N,agricultural chemicals
能率,のうりつ,N,efficiency
のこぎり,のこぎり,N,saw
残らず,のこらず,N,"completely, without exception"
上り,のぼり,N,"up-train (going to Tokyo), ascent"
糊,のり,N,"glue, paste, starch"
乗換,のりかえ,N,"a transfer (e.g., trains, buses)"
乗り換え,のりかえ,N,"(n) transfer (trains, buses, etc.)"
乗り越し,のりこし,N,riding past (one's station)
のろのろ,のろのろ,N,"slowly, sluggishly"
呑気,のんき,N,"carefree, optimistic, careless"
はい (かん),はい (かん),N,yes
灰色,はいいろ,N,"grey, ashen"
俳句,はいく,N,haiku poetry
売店,ばいてん,N,"shop, stand"
バイバイ,バイバイ,N,bye bye
売買,ばいばい,N,"trade, buying and selling"
這う,はう,V,"to creep, to crawl"
剥す,はがす,V,"to tear off, to peel off, to rip off"
剥がす,はがす,V,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect"
ばからしい,ばからしい,N,absurd
秤,はかり,N,"scales, weighing machine"
吐き気,はきけ,N,"nausea, sickness in the stomach"
はきはき,はきはき,N,clearly
歯車,はぐるま,N,"gear, cog-wheel"
バケツ,バケツ,N,"bucket, pail"
挟まる,はさまる,V,"to get between, to be caught in"
挟む,はさむ,V,to pinch; to hold between; to insert
梯子,はしご,N,"ladder, stairs"
始めに,はじめに,V,"to begin with, first of all"
初めに,はじめに,V,"to begin with, first of all"
はじめまして,はじめまして,N,"How do you do, I am glad to meet you"
斜,はす,N,diagonal
パターン,パターン,N,pattern
肌着,はだぎ,N,underwear
果して,はたして,N,"as was expected, really"
果たして,はたして,N,"as was expected, just as one thought, sure enough"
鉢,はち,N,"a bowl, a pot"
発,はつ,V,"to depart (e.g., on a plane, train)"
×,ばつ,N,cross
発揮,はっき,N,"exhibition, demonstration, display"
バック,バック,N,back
発想,はっそう,N,idea; way of thinking (same as 考え方 (かんがえかた))
発電,はつでん,N,"generation (e.g., power)"
発売,はつばい,N,sale
話合い,はなしあい,N,"discussion, talk"
話し合い,はなしあい,N,"discussion, talk, conference"
話し掛ける,はなしかける,V,"to accost a person, to talk (to someone)"
話中,はなしちゅう,N,"while talking, the line is busy"
甚だしい,はなはだしい,N,"extreme, excessive, terrible"
花火,はなび,N,fireworks
花嫁,はなよめ,N,bride
ばね,ばね,N,"spring (e.g., coil, leaf)"
跳ねる,はねる,V,"to jump, to leap"
破片,はへん,N,"fragment, broken piece"
歯磨き,はみがき,N,"toothbrushing, toothpaste"
はめる,はめる,N,"(col) to get in, to insert, to put on"
早口,はやくち,N,fast-talking
払い込む,はらいこむ,V,"to deposit, to pay in"
払い戻す,はらいもどす,V,"to repay, to pay back"
針金,はりがね,N,wire
張り切る,はりきる,V,"to be in high spirits, to be full of vigor"
反映,はんえい,N,"reflection, influence"
半径,はんけい,N,radius
判子,はんこ,N,seal (used for signature)
万歳,ばんざい,N,"banzai, Long live ~!"
判事,はんじ,N,"judge, justice"
番地,ばんち,N,"house number, address"
パンツ,パンツ,N,underpants
バンド,バンド,N,band
半島,はんとう,N,peninsula
ハンドル,ハンドル,N,"handle, steering wheel"
日当たり,ひあたり,N,"exposure to the sun, sunny place"
日帰り,ひがえり,N,day trip
比較的,ひかくてき,N,comparatively; relatively
日陰,ひかげ,N,shadow
ぴかぴか,ぴかぴか,N,"glitter, sparkle"
引受る,ひきうける,V,"to undertake, to take up, to take over"
引き返す,ひきかえす,V,"to turn back, to go back, reverse"
引算,ひきざん,N,subtraction
引き出す,ひきだす,V,"to pull out, to take out, to withdraw"
引き止める,ひきとめる,V,"to keep back, to prevent, to hold back"
卑怯,ひきょう,N,"cowardice, meanness, unfairness"
引分け,ひきわけ,N,"a draw (in competition), tie game"
引き分け,ひきわけ,N,"draw (in competition), tie game"
陽射,ひざし,N,"sunlight, rays of the sun"
日差し,ひざし,N,sunlight
肘,ひじ,N,elbow
ピストル,ピストル,N,pistol
ビタミン,ビタミン,N,vitamin
ぴたり,ぴたり,N,exactly; close-fitting
引っ掛かる,ひっかかる,V,"to be caught in, to be stuck in"
筆記,ひっき,N,"note taking, writing"
引っ繰り返す,ひっくりかえす,V,"to turn over, to overturn, to knock over"
引っ繰り返る,ひっくりかえる,V,"to be overturned, to be upset, to topple over, to be reversed"
引っ越し,ひっこし,N,"moving (dwelling, office, etc.), changing residence"
引っ込む,ひっこむ,V,"to draw back, to sink, to cave in"
筆者,ひっしゃ,N,"writer, author"
必需品,ひつじゅひん,N,"necessities, essential"
人差指,ひとさしゆび,N,index finger
一通り,ひととおり,N,"general, briefly"
人通り,ひとどおり,N,pedestrian traffic
ひとまず,ひとまず,N,"for the present, once, for the time being"
瞳,ひとみ,N,pupil (of eye)
一休み,ひとやすみ,N,a rest
独り言,ひとりごと,N,"a soliloquy, a monologue, speaking to oneself"
ひとりでに,ひとりでに,N,"by itself, automatically, naturally"
ビニール,ビニール,N,vinyl
皮肉,ひにく,N,"cynicism, sarcasm"
日日,ひにち,N,date
日にち,ひにち,N,"date (of a planned event, act, etc.), day"
捻る,ひねる,V,"to twist, to turn"
日の入り,ひのいり,N,sunset
日の出,ひので,N,sunrise
響き,ひびき,N,"echo, sound"
響く,ひびく,V,to resound; to affect
皮膚,ひふ,N,skin
ひゃっかじてん,ひゃっかじてん,N,encyclopedia
百科事典,ひゃっかじてん,N,encyclopedia
美容,びよう,N,beauty of figure or form
表紙,ひょうし,N,"front cover, binding"
標識,ひょうしき,N,"sign, mark"
標準,ひょうじゅん,N,"standard, level"
標本,ひょうほん,N,"example, specimen"
評論,ひょうろん,N,"criticism, critique"
ビルディング,ビルディング,N,building
昼寝,ひるね,N,"nap (at home), siesta"
広さ,ひろさ,N,extent
広場,ひろば,N,plaza
広々,ひろびろ,N,"extensive, spacious"
ピンク,ピンク,N,pink
便箋,びんせん,N,"writing paper, stationery"
瓶詰,びんづめ,N,"bottling, bottled"
ファスナー,ファスナー,N,"fastener, zipper"
風船,ふうせん,N,balloon
不運,ふうん,N,"unlucky, misfortune, bad luck"
不規則,ふきそく,N,"irregularity, unsteadiness"
普及,ふきゅう,N,"diffusion, spread"
付近,ふきん,N,"neighborhood, vicinity"
副詞,ふくし,V,adverb
複写,ふくしゃ,N,"copy, duplicate"
複数,ふくすう,N,"plural, multiple"
ふくめる,ふくめる,V,"to include, to instruct, to make one understand"
膨らます,ふくらます,V,"to swell, to expand, to inflate"
膨らむ,ふくらむ,V,"to expand, to swell (out), to become inflated"
不潔,ふけつ,N,"unclean, dirty"
更ける,ふける,V,"to get late, to wear on"
