word,reading,pos,english
記念,きねん,N,"commemoration, memory"
機能,きのう,N,"function, faculty"
気の毒,きのどく,N,"pitiful, a pity"
寄付,きふ,N,"contribution, donation"
希望,きぼう,N,"hope, wish, aspiration"
基本,きほん,N,"basic, basis"
決まり,きまり,N,"settlement, conclusion, rule"
気味,きみ,N,"-like, -looking, -looked"
奇妙,きみょう,N,"strange, queer, curious"
義務,ぎむ,N,"duty, obligation, responsibility"
疑問,ぎもん,N,"question, problem, doubt"
逆,ぎゃく,N,"reverse, opposite"
キャプテン,キャプテン,N,captain
キャンプ,キャンプ,N,camp
旧,きゅう,N,ex-
級,きゅう,N,"class, grade, rank"
球,きゅう,N,"globe, sphere, ball"
休暇,きゅうか,N,"vacation, holiday, day off"
休憩,きゅうけい,N,"rest, break, intermission"
急激,きゅうげき,N,"sudden, precipitous, radical"
吸収,きゅうしゅう,N,"absorption, suction"
救助,きゅうじょ,N,"relief, aid, rescue"
急速,きゅうそく,N,"rapid (e.g., progress)"
休息,きゅうそく,N,"rest, relief, relaxation"
急に,きゅうに,N,suddenly
給料,きゅうりょう,N,"salary, wages"
器用,きよう,N,"skillful, handy"
教科書,きょうかしょ,N,textbook
競技,きょうぎ,N,"game, match, contest"
行儀,ぎょうぎ,N,manners
供給,きょうきゅう,N,"supply, provision"
教授,きょうじゅ,N,"teaching, instruction; professor"
強調,きょうちょう,N,"emphasis, stress, stressed point"
共通,きょうつう,N,"commonness, mutual"
共同,きょうどう,N,"cooperation, association, collaboration"
恐怖,きょうふ,N,"fear, terror"
協力,きょうりょく,N,"cooperation, collaboration"
強力,きょうりょく,N,"powerful, strong"
許可,きょか,N,"permission, approval"
局,きょく,N,"office, bureau, station(TV, radio)"
巨大,きょだい,N,"huge, gigantic, enormous"
嫌う,きらう,V,"to hate, to dislike, to loathe"
霧,きり,N,"fog, mist"
切れ,きれ,N,"cloth, piece, cut"
切れる,きれる,V,"to cut well, to be sharp; to break (off)"
記録,きろく,N,"record, minutes, document"
議論,ぎろん,N,"argument, discussion, dispute"
銀,ぎん,N,silver
禁煙,きんえん,N,No Smoking
金額,きんがく,N,amount of money
金庫,きんこ,N,"safe, vault"
禁止,きんし,N,"prohibition, ban"
金銭,きんせん,N,"money, cash"
金属,きんぞく,N,metal
近代,きんだい,N,modern times
緊張,きんちょう,N,"tension, mental strain, nervousness"
筋肉,きんにく,N,"muscle, sinews"
金融,きんゆう,N,"finance, money and banking"
句,く,N,phrase
食う,くう,V,(male) (vulg.) to eat
偶然,ぐうぜん,N,"(by) chance, unexpectedly"
臭い,くさい,N,"stinky, smelly, bad-smelling"
鎖,くさり,N,chain
腐る,くさる,V,"to rot, to go bad"
癖,くせ,N,"a habit (often a bad habit), peculiarity"
管,くだ,N,"pipe, tube"
具体,ぐたい,N,"concrete, tangible, material"
下り,くだり,N,down-train (going away from Tokyo)
苦痛,くつう,N,"pain, agony"
ぐっすり,ぐっすり,N,"sound asleep, fast asleep"
区別,くべつ,N,"distinction, differentiation, classification"
組,くみ,N,"class, team, set"
組合,くみあい,N,"association, union"
組む,くむ,V,to put together
汲む,くむ,V,"to draw, to scoop, to pump"
酌む,くむ,V,to serve sake
悔しい,くやしい,N,"regrettable, mortifying, vexing"
位,くらい,N,"grade, rank, about"
暮らし,くらし,N,living; life style
クラシック,クラシック,N,classic(s)
暮らす,くらす,V,"to live, to get along"
グラス,グラス,N,glass; grass
グランド,グランド,N,"gland, grand, (electrical) ground"
クリーム,クリーム,N,cream
繰り返す,くりかえす,V,"to repeat, to do something over again"
クリスマス,クリスマス,N,Christmas
狂う,くるう,V,"to go mad, to get out of order"
グループ,グループ,N,group
苦しい,くるしい,N,tough; physically strenuous
苦しむ,くるしむ,V,"to suffer, to groan, to be worried"
暮れ,くれ,N,"year end,"
苦労,くろう,N,hardship; suffering
加える,くわえる,V,"to append, to sum up, to add (up)"
咥える,くわえる,V,to hold something in the mouth
詳しい,くわしい,N,detailed; full; accurate
加わる,くわわる,V,"to join in, to accede to"
訓,くん,N,native Japanese reading of a Chinese character
軍,ぐん,N,"army, force, troops"
郡,ぐん,N,"country, district"
軍隊,ぐんたい,N,"army, troops"
訓練,くんれん,N,"practice, training"
計,けい,N,"plan; sum, total"
敬意,けいい,N,"respect, honor"
経営,けいえい,N,"management, administration"
景気,けいき,N,"condition, state, business (condition)"
傾向,けいこう,N,"tendency, trend, inclination"
警告,けいこく,N,warning
計算,けいさん,N,"calculation, reckoning"
掲示,けいじ,N,"notice, bulletin"
刑事,けいじ,N,"criminal case, (police) detective"
芸術,げいじゅつ,N,"(fine) art, the arts"
契約,けいやく,N,"contract, compact, agreement"
経由,けいゆ,N,"go by the way, via"
ケース,ケース,N,case
ゲーム,ゲーム,N,game
劇,げき,N,"drama, play"
劇場,げきじょう,N,"theater, playhouse"
化粧,けしょう,N,make-up (cosmetic)
けち,けち,N,"stinginess, miser"
血液,けつえき,N,blood
結果,けっか,N,"result, consequence"
欠陥,けっかん,N,"defect, fault, deficiency"
結局,けっきょく,N,"after all, eventually"
決心,けっしん,N,"determination, resolution"
欠席,けっせき,N,"absence, non-attendance"
決定,けってい,N,"decision, determination"
欠点,けってん,N,"faults, defect, weakness"
結論,けつろん,N,conclusion
煙,けむり,N,"smoke, fumes"
蹴る,ける,V,to kick
券,けん,N,"ticket, certificate"
県,けん,N,prefecture
見解,けんかい,N,"opinion, point of view"
限界,げんかい,N,"limit, bound"
現金,げんきん,N,cash
言語,げんご,N,language
健康,けんこう,N,health(y)
検査,けんさ,N,"inspection, examination"
現在,げんざい,N,"now (same as 今 (いま)), present, current"
現実,げんじつ,N,reality
現象,げんしょう,N,phenomenon
現状,げんじょう,N,"present condition, status quo"
建設,けんせつ,N,"construction, foundation"
現代,げんだい,N,"today, present-day"
建築,けんちく,N,"construction, architecture"
見当,けんとう,N,"estimate, guess"
検討,けんとう,N,"consideration, examination, investigation"
現場,げんば,N,"actual spot, scene, field"
憲法,けんぽう,N,constitution
権利,けんり,N,"right, privilege"
碁,ご,N,Go (board game of capturing territory)
恋,こい,N,"love, tender passion"
濃い,こい,N,"thick (as of color, liquid), dense, strong"
恋人,こいびと,N,lover; sweetheart; girlfriend
幸運,こううん,N,"good luck, fortune"
講演,こうえん,N,"lecture, talk"
効果,こうか,N,"effect, result"
硬貨,こうか,N,coin
高価,こうか,N,high price
豪華,ごうか,N,"luxurious, gorgeous, extravagance"
合格,ごうかく,N,"success, passing (e.g., exam)"
交換,こうかん,N,"exchange, swap"
航空,こうくう,N,"aviation, flying"
光景,こうけい,N,"scene, spectacle"
合計,ごうけい,N,"sum total, total amount"
攻撃,こうげき,N,"attack, strike, offensive"
貢献,こうけん,N,"contribution, services"
広告,こうこく,N,advertisement
交際,こうさい,N,"friendship, association, acquaintance"
校舎,こうしゃ,N,school building
後者,こうしゃ,N,the latter
公正,こうせい,N,"justice, fairness, impartiality"
構成,こうせい,N,"organization, composition"
高速,こうそく,N,"high speed, high gear"
行動,こうどう,N,"action, conduct, behavior"
強盗,ごうとう,N,"robbery, burglary"
後輩,こうはい,N,junior members of a group
幸福,こうふく,N,"happiness, blessedness"
公平,こうへい,N,"fairness, impartial, justice"
候補,こうほ,N,candidacy
考慮,こうりょ,N,"consideration, taking into account"
越える,こえる,V,"to exceed, to cross over, to cross"
超える,こえる,V,"to exceed, to cross over, to cross"
コーチ,コーチ,N,coach
コード,コード,N,code; cord; chord
氷,こおり,N,"ice, hail"
凍る,こおる,V,"to freeze, to be frozen over, to congeal"
ゴール,ゴール,N,goal
誤解,ごかい,N,misunderstanding
語学,ごがく,N,language study
呼吸,こきゅう,N,"breath, respiration"
故郷,こきょう,N,hometown
極,ごく,N,"quite, very"
国語,こくご,N,national language
国籍,こくせき,N,nationality
黒板,こくばん,N,blackboard
克服,こくふく,N,"conquest, overcome"
国民,こくみん,N,"national, people, citizen"
穀物,こくもつ,N,"grain, cereal, corn"
腰,こし,N,"hip, waist"
胡椒,こしょう,N,pepper
個人,こじん,N,"individual, private person"
越す,こす,V,"to go over (e.g., with audience)"
超す,こす,V,"to cross, to pass, to tide over"
国家,こっか,N,"state, country, nation"
国会,こっかい,N,"National Diet, parliament, congress"
国境,こっきょう,N,national or state border
骨折,こっせつ,N,bone fracture
小包,こづつみ,N,"parcel, package"
琴,こと,N,Japanese harp
異なる,ことなる,V,"to differ, to vary"
諺,ことわざ,V,"proverb, saying"
断る,ことわる,V,"to refuse, to decline, to dismiss"
粉,こな,N,"flour, powder"
好み,このみ,N,"liking, taste, choice"
好む,このむ,V,"to like, to prefer"
こぼす,こぼす,V,to spill
こぼれる,こぼれる,V,"to overflow, to spill"
塵,ごみ,N,"garbage, litter"
小麦,こむぎ,N,wheat
ごめんなさい,ごめんなさい,N,"I beg your pardon, excuse me, I'm sorry"
小屋,こや,N,"hut, cabin, shed"
これら,これら,N,these
殺す,ころす,V,to kill
転ぶ,ころぶ,V,"to fall down, to fall over"
今回,こんかい,N,"now, this time, lately"
今後,こんご,N,"from now on, hereafter"
混雑,こんざつ,N,"confusion, congestion"
こんなに,こんなに,N,"so, like this, in this way"
困難,こんなん,N,"difficulty, distress"
こんにちは,こんにちは,N,"hello, good day (daytime greeting)"
婚約,こんやく,N,"engagement, betrothal"
混乱,こんらん,N,"chaos, confusion, mayhem"
差,さ,N,"difference, variation"
サービス,サービス,N,"service, support system; goods or services without charge"
際,さい,N,"on the occasion of, circumstances"
最高,さいこう,N,"highest, supreme, the most"
財産,ざいさん,N,"property, fortune, assets"
最終,さいしゅう,N,"last, closing"
最中,さいちゅう,N,in the middle of
最低,さいてい,N,"least, lowest, worst"
才能,さいのう,N,"talent, ability"
裁判,さいばん,N,"trial, judgment"
材料,ざいりょう,N,"ingredients, material"
幸い,さいわい,N,fortunately; luckily
サイン,サイン,N,autograph; sign; sine
境,さかい,N,"border, boundary, mental state"
逆らう,さからう,V,"to go against, to oppose, to disobey"
盛り,さかり,N,"helping, serving"
作業,さぎょう,N,"work, operation, manufacturing"
裂く,さく,V,"to tear, to split"
昨,さく,N,"last (year), yesterday"
作品,さくひん,N,"work, opus, production"
作物,さくもつ,N,"produce (e.g., agricultural), crops"
桜,さくら,N,"cherry blossom, cherry tree"
酒,さけ,N,"alcohol, sake"
叫ぶ,さけぶ,V,"to shout, to cry"
避ける,さける,V,"to avoid (physical contact); to ward off, to avert"
支える,ささえる,N,"support, hold, sustain"
刺さる,ささる,V,"to stick, to be stuck"
刺す,さす,V,"to sting, to bite (e.g., bug), to prick, to stab"
指す,さす,V,"to point,"
挿す,さす,V,"to insert, to put in, to graft"
注す,さす,V,"to pour (drink), to serve (drinks)"
射す,さす,V,"to shine, to strike"
座席,ざせき,N,seat
誘う,さそう,V,"to invite (someone to do something with you); to tempt, to lure"
札,さつ,N,"bill, note"
作家,さっか,N,"author, writer, novelist"
作曲,さっきょく,N,composition (of music)
ざっと,ざっと,N,"roughly, in round numbers"
さっぱり,さっぱり,N,"feeling refreshed, neat"
さて,さて,N,"well; now (typically used when switching to a new, usually more important topic)"
砂漠,さばく,N,desert
差別,さべつ,N,"discrimination, differentiation"
ママ,ママ,N,Mama
豆,まめ,N,"beans, peas"
守る,まもる,V,to protect; to abide (by the rules)
迷う,まよう,V,"to be puzzled, to be perplexed, to lose one's way"
丸,まる,N,"circle, full (month)"
まるで,まるで,N,just like
万一,まんいち,N,"by some chance, if by any chance"
満足,まんぞく,N,satisfaction
身,み,N,"body, main part"
実,み,N,"fruit, seed, good result"
見送り,みおくり,N,seeing one off
味方,みかた,N,"ally, supporter"
見事,みごと,N,"splendid, magnificent"
ミス,ミス,N,"miss (mistake, error, failure), Miss"
満ちる,みちる,V,"to be full, to mature"
密,みつ,N,"thick, close"
認める,みとめる,V,"to recognize, to notice; to approve"
見舞い,みまい,N,"expression of sympathy, expression of concern"
土産,みやげ,N,souvenir
妙,みょう,N,"strange, unusual"
未来,みらい,N,future (life tense)
魅力,みりょく,N,"charm, fascination, appeal"
診る,みる,V,to examine (a patient)
ミルク,ミルク,N,milk
無,む,N,"nothing, naught, zero"
向かい,むかい,N,"facing, opposite, across"
迎え,むかえ,N,"meeting, person sent to pick up an arrival"
向く,むく,V,to face
剥く,むく,V,"to peel, to skin"
向ける,むける,V,"to turn towards, to point"
無視,むし,N,"disregard, ignore"
蒸し暑い,むしあつい,N,"humid, sultry"
虫歯,むしば,N,"cavity, tooth decay"
寧ろ,むしろ,N,"rather, better, instead"
蒸す,むす,V,"to steam, to poultice, to be sultry"
結ぶ,むすぶ,V,"to tie, to bind, to link"
無駄,むだ,N,"futility, uselessness"
夢中,むちゅう,N,"crush, crazy, be hooked on"
胸,むね,N,"breast, chest"
無料,むりょう,N,"free, no charge"
芽,め,N,sprout
明確,めいかく,N,"clear, definite"
名刺,めいし,N,(name) card; business card
名詞,めいし,N,noun
命じる,めいじる,V,"to order, to command, to appoint"
名人,めいじん,N,"master, expert"
命令,めいれい,N,"order, command, decree"
迷惑,めいわく,N,"trouble, bother, annoyance"
目上,めうえ,N,person of higher status; one's senior
飯,めし,N,"meals, food"
滅多に,めったに,V,"rarely (with neg. verb), seldom"
メモ,メモ,N,"memorandum, note"
面,めん,N,"face, mug, surface, side or facet, corner, page"
綿,めん,N,cotton
免許,めんきょ,N,"license, permit, certificate"
面接,めんせつ,N,interview
面倒,めんどう,N,"trouble, attention"
メンバー,メンバー,N,member
申し込む,もうしこむ,V,"to apply for, to make an application"
申し訳,もうしわけ,N,"apology, excuse"
毛布,もうふ,N,blanket
燃える,もえる,V,to burn
目的,もくてき,N,"purpose, goal, aim"
目標,もくひょう,N,"mark, objective, target"
文字,もじ,N,"letter (of alphabet), character"
もしかすると,もしかすると,N,"perhaps, maybe, by some chance"
もしも,もしも,N,if
持ち上げる,もちあげる,V,"to raise, to lift up, to flatter"
用いる,もちいる,V,"to use, to make use of"
もったいない,もったいない,N,"wasteful; more than one deserves, unworthy of"
尤も,もっとも,N,"quite right, plausible, natural"
元,もと,N,"origin, original; former"
基,もと,N,basis
素,もと,N,prime
戻す,もどす,V,"to restore, to put back, to return"
基づく,もとづく,V,"to be grounded on, to be based on"
求める,もとめる,V,"to request, to ask for; to seek, to search for"
者,もの,N,person (same as 人 (ひと))
物音,ものおと,N,sounds
物語,ものがたり,N,"tale, story, legend"
物事,ものごと,N,"things, everything"
燃やす,もやす,V,to burn
模様,もよう,N,"pattern, figure, design"
文句,もんく,N,a complaint
やがて,やがて,N,"before long, soon, at length"
役,やく,N,"role, position"
約,やく,N,"approximately, about, some"
訳す,やくす,V,to translate
役割,やくわり,N,"assigning (allotment of) parts, role, duties"
家賃,やちん,N,rent
厄介,やっかい,N,"trouble, burden, care"
宿,やど,N,"inn, lodging"
雇う,やとう,V,"to employ, to hire"
屋根,やね,N,roof
破る,やぶる,V,to tear; to violate; to defeat
破れる,やぶれる,V,"to get torn, to wear out"
辞める,やめる,V,to retire
やや,やや,N,"a little, partially, somewhat"
唯一,ゆいいつ,N,"only, sole, unique"
勇気,ゆうき,N,"courage, bravery, boldness"
友好,ゆうこう,N,friendship
有効,ゆうこう,N,"valid, effectual"
優秀,ゆうしゅう,N,"superiority, excellence"
優勝,ゆうしょう,N,"overall victory, championship"
友情,ゆうじょう,N,"friendship, fellowship"
友人,ゆうじん,N,friend (formal)
有能,ゆうのう,N,"able, capable, efficient"
郵便,ゆうびん,N,"mail, postal service"
ユーモア,ユーモア,N,humor
有利,ゆうり,N,"advantageous, better"
床,ゆか,N,floor
愉快,ゆかい,N,"pleasant, happy"
譲る,ゆずる,V,"to turn over, to assign, to hand over"
豊か,ゆたか,N,"abundant, wealthy, plentiful, rich"
茹でる,ゆでる,V,to boil
許す,ゆるす,V,"to permit, to allow, to approve"
夜明け,よあけ,N,"dawn, daybreak"
酔う,よう,V,to get drunk
容易,ようい,N,"easy, simple, plain"
容器,ようき,N,"container, vessel"
陽気,ようき,N,"season, weather, cheerfulness"
要求,ようきゅう,N,"request, demand"
用心,ようじん,N,"care, precaution, caution"
様子,ようす,N,"aspect, state, appearance"
要するに,ようするに,N,"in a word, after all, in short …"
要素,ようそ,N,element
要点,ようてん,N,"gist, main point"
曜日,ようび,N,day of the week
ヨーロッパ,ヨーロッパ,N,Europe
予期,よき,N,"expectation, forecast"
横切る,よこぎる,V,"to cross (e.g., arms), to traverse"
汚す,よごす,V,"to pollute, to make dirty"
予算,よさん,N,"estimate, budget"
止す,よす,V,"to cease, to give up"
寄せる,よせる,V,"to collect, to gather, to put aside"
予測,よそく,N,"prediction, estimation"
ヨット,ヨット,N,yacht
夜中,よなか,N,"midnight, dead of night"
世の中,よのなか,N,"society, the world"
余分,よぶん,N,"extra, excess, surplus"
予報,よほう,N,"forecast, prediction"
予防,よぼう,N,"prevention, protection against"
読み,よみ,N,reading
嫁,よめ,N,"bride, daughter-in-law"
余裕,よゆう,N,excess; surplus
より,より,N,"twist, ply"
因る,よる,V,to come from
喜び,よろこび,N,"joy, pleasure, rejoicing"
よろしく (かん),よろしく (かん),N,"best regards, please remember me"
来,らい～,N,next ~
ライター,ライター,N,lighter; writer
楽,らく,N,"comfort, ease"
ラケット,ラケット,N,racket
利益,りえき,N,"profits, gains"
理解,りかい,N,"understanding, comprehension"
陸,りく,N,"land, shore"
利口,りこう,N,"clever, shrewd, bright"
離婚,りこん,N,divorce
理想,りそう,N,ideal
率,りつ,N,"rate, ratio, percentage"
留学,りゅうがく,N,studying abroad
流行,りゅうこう,N,"fashionable, fad, prevailing"
量,りょう,N,"quantity, amount"
寮,りょう,N,"hostel, dormitory"
両替,りょうがえ,N,"change, money exchange"
料金,りょうきん,N,"fee, charge, fare"
例,れい,N,"instance, example, case"
礼,れい,N,expression of gratitude; bow
例外,れいがい,N,exception
礼儀,れいぎ,N,"manners, courtesy, etiquette"
冷静,れいせい,N,"calm, coolness"
列,れつ,N,"queue, line, row"
列車,れっしゃ,N,train (ordinary)
レベル,レベル,N,level
連想,れんそう,N,"association (of ideas), suggestion"
連続,れんぞく,N,"consecutive, continuity, continuing"
老人,ろうじん,N,"the aged, old person"
労働,ろうどう,N,"labor, work"
ロケット,ロケット,N,"locket, rocket"
論じる,ろんじる,V,"to argue, to discuss"
論争,ろんそう,N,"controversy, dispute"
論文,ろんぶん,N,"thesis, paper"
輪,わ,N,"ring, hoop, circle"
ワイン,ワイン,N,wine
わがまま,わがまま,N,"selfishness, egoism, willfulness"
別れ,わかれ,N,"parting, separation, farewell"
分かれる,わかれる,V,"to branch off, to diverge from"
脇,わき,N,side
湧く,わく,V,"to boil, to grow hot"
分ける,わける,V,"to divide, to separate"
わざと,わざと,N,on purpose
僅か,わずか,N,"only, merely, a little"
話題,わだい,N,"topic, subject"
笑い,わらい,N,"laugh, laughter, smile"
割る,わる,V,"to divide, to break"
悪口,わるくち,N,"abuse, insult"
我々,われわれ,N,we
湾,わん,N,"bay, gulf, inlet"
椀,わん,N,bowl
碗,わん,N,bowl
悪,あく,N,"evil, vice"
当り,あたり,N,"hit, success, reaching the mark"
アップ,アップ,N,up
宛てる,あてる,V,"to address, to put"
アンケート,アンケート,N,"questionnaire (FRE: enquete), survey"
異,い,N,difference (of opinion)
意,い,N,will
医院,いいん,N,"doctor's office (surgery), clinic"
怒り,いかり,N,anger
粋,いき,N,"chic, style, purity"
意地,いじ,N,"disposition, spirit, obstinacy, appetite"
依然,いぜん,N,"still, as yet"
傷める,いためる,V,"to damage, to impair, to spoil"
炒める,いためる,V,to stir-fry
一帯,いったい,N,"a region, the whole place"
異動,いどう,N,"a change, transfer"
衣料,いりょう,N,clothing
渦,うず,N,swirl
埋まる,うまる,V,"to be buried, to be filled"
産む,うむ,V,"to give birth (v.t.), to deliver, to produce"
縁,えん,N,"chance, tie, relationship"
尾,お,N,"tail, ridge"
負う,おう,V,"to bear, to owe"
遅れ,おくれ,N,"delay, lag"
教え,おしえ,N,"teachings, doctrine"
驚き,おどろき,N,"surprise, astonishment, wonder"
織る,おる,V,to weave
欠く,かく,V,"to lack, to crack"
核,かく,N,"nucleus, kernel"
格,かく,N,"status, character, case"
学歴,がくれき,N,academic background
駆ける,かける,V,to run
賭ける,かける,V,"to bet, to risk, to gamble"
課題,かだい,N,"subject, theme, task"
片付け,かたづけ,N,"tidying up, finishing"
加味,かみ,N,"seasoning, flavoring"
借り,かり,N,"borrowing, debt, loan"
狩り,かり,N,hunting
癌,がん,N,cancer
刊行,かんこう,N,"publication, issue"
慣行,かんこう,N,"customary practice, habit, traditional event"
歓声,かんせい,N,"cheer, shout of joy"
官僚,かんりょう,N,"bureaucrat, bureaucracy"
器官,きかん,N,"organ (of body, instrument)"
季刊,きかん,N,"quarterly (e.g., magazine)"
起源,きげん,N,"origin, beginning, rise"
機構,きこう,N,"mechanism, organization"
築く,きずく,V,"to build, to establish"
規制,きせい,N,regulation
丘陵,きゅうりょう,N,hill
協議,きょうぎ,N,"conference, discussion, negotiation"
享受,きょうじゅ,N,"enjoyment, being given"
協調,きょうちょう,N,"co-operation, conciliation, harmony"
切り,きり,N,"limits, place to leave off"
菌,きん,N,"germ, bacterium"
近視,きんし,N,nearsightedness
苦,く,N,"trouble, worry, difficulty"
群,ぐん,N,group
刑,けい,N,"penalty, sentence, punishment"
経緯,けいい,N,"sequence of events, course"
計器,けいき,N,"meter, gauge"
契機,けいき,N,"opportunity, chance"
携帯,けいたい,N,carrying something; mobile telephone
形態,けいたい,N,"form, shape, figure"
血管,けっかん,N,blood vessel
決行,けっこう,N,"doing (with resolve), carrying out (e.g., a plan)"
件,けん,N,"matter, case, item"
減少,げんしょう,N,"decrease, reduction, decline"
公演,こうえん,N,public performance
後悔,こうかい,N,"regret, repentance"
航海,こうかい,N,"sail, voyage"
拘束,こうそく,N,"restriction, restraint"
荒廃,こうはい,N,ruin
降伏,こうふく,N,"capitulation, surrender, submission"
興奮,こうふん,N,"excitement, stimulation"
語句,ごく,N,"words, phrases"
個々,ここ,N,"individual, one by one"
故人,こじん,N,the deceased
小銭,こぜに,N,"coins, small change"
ことによると,ことによると,N,(depending on the circumstances)
コンテスト,コンテスト,N,contest
採集,さいしゅう,N,"collecting, gathering"
作,さく,N,"a work, a harvest"
策,さく,N,"plan, policy"
設備,せつび,N,"equipment, device, facilities"
絶滅,ぜつめつ,N,"destruction, extinction"
節約,せつやく,N,"economizing, saving"
攻める,せめる,V,"to attack, to assault"
責める,せめる,V,"to condemn, to blame, to criticize"
善,ぜん,N,"good, virtue"
全,ぜん,N,"all, whole, entire"
全員,ぜんいん,N,all members
専攻,せんこう,N,"major subject, special study"
全国,ぜんこく,N,"the entire nation, country-wide, nation-wide"
洗剤,せんざい,N,detergent
先日,せんじつ,N,"the other day, a few days ago"
前者,ぜんしゃ,N,the former
選手,せんしゅ,N,player selected for a team (usually athletic)
全身,ぜんしん,N,"the whole body, full-length (portrait)"
前進,ぜんしん,N,"advance, drive, progress"
センター,センター,N,center
全体,ぜんたい,N,"whole, entirety, whatever (is the matter)"
選択,せんたく,N,"selection, choice"
宣伝,せんでん,N,"advertisement, publicity"
象,ぞう,N,elephant
騒音,そうおん,N,noise
増加,ぞうか,N,"increase, addition"
操作,そうさ,N,"operation, management, processing"
想像,そうぞう,N,"imagination, guess"
相続,そうぞく,N,"succession, inheritance"
装置,そうち,N,"equipment, installation, apparatus"
相当,そうとう,N,"considerably, fairly; worth ~"
速度,そくど,N,"speed, velocity, rate"
底,そこ,N,"bottom, sole"
そこで,そこで,N,"so (conj.), accordingly"
組織,そしき,N,organization; structure; tissue
そして,そして,N,and then
注ぐ,そそぐ,V,to pour (into)
育つ,そだつ,V,"to be brought up, to grow (up)"
そっくり,そっくり,N,the splitting image of; entirely
そっと,そっと,N,"softly, gently"
袖,そで,N,sleeve
備える,そなえる,V,"to prepare, to furnish, to store"
具える,そなえる,V,to be furnished with
そのうえ,そのうえ,N,"in addition, furthermore"
そのうち,そのうち,N,"before long, eventually, sooner or later"
そのまま,そのまま,N,"without change, as it is (e.g., now)"
蕎麦,そば,N,soba (buckwheat noodles)
ソファー,ソファー,N,"sofa, couch"
粗末,そまつ,N,"humble, miserable, crude"
それぞれ,それぞれ,N,"each, every, respectively"
それでも,それでも,N,"but (still), and yet, nevertheless"
それと,それと,N,and
それとも,それとも,N,"or, or else"
揃う,そろう,V,"to become complete, to be equal"
揃える,そろえる,V,"to put things in order, to arrange"
損,そん,N,"loss, disadvantage"
損害,そんがい,N,"damage, loss"
尊敬,そんけい,N,"respect, reverence, honor"
存在,そんざい,N,"existence, being"
尊重,そんちょう,N,"respect, esteem, regard"
田,た,N,rice field
他,た,N,other (esp. places and things)
対,たい,N,"pair, couple, set"
大,だい,N,"big, great"
題,だい,N,"title, subject, theme"
体育,たいいく,N,"physical education, gymnastics, athletics"
体温,たいおん,N,temperature (body)
大会,たいかい,N,"convention, (big) tournament, mass meeting"
大気,たいき,N,atmosphere
代金,だいきん,N,"price, cost"
退屈,たいくつ,N,"tedium, boring"
滞在,たいざい,N,"stay, sojourn"
大使,たいし,N,ambassador
大した,たいした,N,"significant, great, considerable"
体重,たいじゅう,N,(body) weight
対象,たいしょう,N,"target; object (of worship, study, etc.); subject (i.e., of taxation)"
対照,たいしょう,N,"contrast, antithesis, comparison"
大臣,だいじん,N,cabinet minister
対する,たいする,V,"to face, to confront, to oppose"
大戦,たいせん,N,"great war, great battle"
態度,たいど,N,"attitude, manner"
大統領,だいとうりょう,N,president
大半,たいはん,N,"most of, majority, mostly"
代表,だいひょう,N,"representative, delegation"
大部分,だいぶぶん,N,"most part, majority"
タイプライター,タイプライター,N,typewriter
逮捕,たいほ,N,"arrest, apprehension, capture"
題名,だいめい,N,title
ダイヤ,ダイヤ,N,(railway) schedule; diamond
太陽,たいよう,N,sun
平ら,たいら,N,"flatness, level, smooth"
代理,だいり,N,"representation, proxy, deputy"
大陸,たいりく,N,continent
倒す,たおす,V,"to throw down, to beat"
タオル,タオル,N,(hand) towel
だが,だが,N,"but, however"
互い,たがい,N,"mutual, each other"
高める,たかめる,V,"to raise, to lift, to boost"
宝,たから,N,treasure
宅,たく,N,"house, home"
炊く,たく,V,"to boil, to cook"
焚く,たく,V,"to burn, to kindle, to build a fire"
だけど,だけど,N,however
たしか,たしか,N,"certain, sure, if I remember correctly"
確かめる,たしかめる,V,"to ascertain, to make sure"
多少,たしょう,N,a little (same as 少し (すこし))
助かる,たすかる,V,to be saved; (something) helps (v.i.)
助ける,たすける,V,"to help (v.t.), to save, to rescue"
ただ,ただ,N,free of charge; just (~); only (~)
只,ただ,N,"free of charge, mere, only"
唯,ただ,N,"mere, sole, plain"
戦い,たたかい,N,"battle, fight"
戦う,たたかう,V,"to fight, to compete, to battle"
叩く,たたく,V,"to strike, to beat"
直ちに,ただちに,N,"at once, immediately"
畳む,たたむ,V,to fold (clothes)
立ち上がる,たちあがる,V,to stand up
立場,たちば,N,"standpoint, position, situation"
建つ,たつ,V,"to stand; to be built (v.i.), to erect, to be erected"
経つ,たつ,N,(time) passes
達する,たっする,V,"to reach, to get to"
だって,だって,N,"but, because, even"
たっぷり,たっぷり,N,"full, in plenty, ample"
たとえ,たとえ,N,"even if, no matter, though"
谷,たに,N,valley
他人,たにん,N,"unrelated person, stranger"
種,たね,N,seed; material; cause
束,たば,N,"bunch, bundle"
足袋,たび,N,Japanese socks (with split toe)
度,たび,N,counter for occurrences
旅,たび,N,"travel, trip, journey"
たびたび,たびたび,N,"often, repeatedly, frequently"
玉,たま,N,"ball, sphere, coin"
弾,たま,N,"bullet, shot"
偶,たま,N,"even number, couple, friend"
騙す,だます,V,"to trick, to cheat, to deceive"
偶々,たまたま,N,"unexpectedly, accidentally, by chance"
たまらない,たまらない,N,"intolerable, unbearable, unendurable"
溜まる,たまる,V,"to collect, to gather, to accumulate"
黙る,だまる,V,to be silent
