word,reading,pos,english
捕まえる,つかまえる,V,"to catch, to arrest"
季節,きせつ,N,season (in reference to weather)
寄る,よる,V,to stop by
決まる,きまる,V,to be set; fixed (v.i.)
逃げる,にげる,V,"to escape, to run away"
だから,だから,N,so; therefore
残念,ざんねん,N,regret; regrettable
畳,たたみ,N,tatami mat (Japanese straw mat)
丁寧,ていねい,N,"polite, courteous, careful"
地理,ちり,N,geography
さっき,さっき,N,a little while ago
怖い,こわい,N,"scary, frightening"
包む,つつむ,V,"to wrap, to cover"
なるべく,なるべく,N,"if possible, as much as possible"
無理,むり,N,"unreasonable, impossible"
サンドイッチ,サンドイッチ,N,sandwich
会議室,かいぎしつ,N,conference room
品物,しなもの,N,goods
人形,にんぎょう,N,"doll, figure"
利用,りよう,N,"use, utilization"
飾る,かざる,V,"to decorate, to adorn"
恥ずかしい,はずかしい,N,"ashamed, embarrassed"
用事,ようじ,N,business to take care of; tasks; errands
ビル,ビル,N,(abbr.) building
けんかする,けんかする,N,quarrel
頑張る,がんばる,V,"to try one's best, to try hard, to persist"
投げる,なげる,V,"to pitch, to cast away"
故障,こしょうする,N,breakdown
力,ちから,N,"strength, power"
受ける,うける,V,"to take (an examination, interview, etc.); to receive"
気分,きぶん,N,"feeling, mood"
間違える,まちがえる,V,to make a mistake
そんな,そんな,N,"such, like that, that sort of"
星,ほし,N,star
場合,ばあい,N,"case, situation"
やっと,やっと,N,"at last, finally"
足りる,たりる,V,to be sufficient; to be enough
行う,おこなう,V,to carry out; to conduct (typically used in written language)
ぶどう,ぶどう,N,grapes
無くなる,なくなる,V,"to disappear, to get lost"
準備,じゅんびする,N,prepare
世界,せかい,N,world
住所,じゅうしょ,N,address; place of residence
再来月,さらいげつ,N,the month after next
林,はやし,N,"woods, forest"
倍,ばい,N,double
痩せる,やせる,V,to lose weight
線,せん,N,"line, wire"
戦争,せんそう,N,war
決める,きめる,V,to decide (v.t.)
調べる,しらべる,V,to check; to look up; to inquire; to search
寝坊,ねぼう,N,sleeping in late
パパ,パパ,N,"papa, daddy"
光る,ひかる,V,"to shine, to glitter"
夫,おっと,N,husband
雲,くも,N,cloud
坂,さか,N,"slope, hill"
飛行場,ひこうじょう,N,airport
柔道,じゅうどう,N,judo
決して,けっして,N,never
事務所,じむしょ,N,office
連絡,れんらく,N,"communication, contact, connection"
小学校,しょうがっこう,N,elementary school
客,きゃく,N,"guest, customer"
昔,むかし,N,old days; past
美しい,うつくしい,N,"beautiful, lovely"
捨てる,すてる,N,"throw away (trash), dump, discard"
なさる,なさる,N,-- honorific expression for する --
事,こと,N,"thing(s), matter(s), fact"
どんどん,どんどん,N,quickly and steadily; at a rapid pace
試合,しあい,N,"match, game, competition"
適当,てきとう,N,"fitness, suitability"
素晴らしい,すばらしい,N,wonderful; terrific
美術館,びじゅつかん,N,"art gallery, art museum"
文法,ぶんぽう,N,grammar
終わり,おわり,N,end
壁,かべ,N,wall
一度,いちど,N,"once, one time"
お礼,おれい,N,expression of gratitude; thanking; gift of appreciation; bow
親切,しんせつ,N,kindness
知らせる,しらせる,V,to notify
歯医者,はいしゃ,N,dentist
熱心,ねっしん,N,enthusiasm
始める,はじめる,V,"to start, to begin"
もらう,もらう,V,to receive
泣く,なく,V,to cry
治る,なおる,V,to get better; to recover from illness (v.i.)
熱,ねつ,N,"fever, temperature"
お祭り,おまつり,N,festival
水道,すいどう,N,"water service, water line"
匂い,におい,N,"odor, smell"
ベル,ベル,N,bell
赤ん坊,あかんぼう,N,baby
おかしい,おかしい,N,strange; odd; funny
事故,じこ,N,accident
変,へん,N,"strange, odd"
辞典,じてん,N,"encyclopedia, reference book"
残る,のこる,V,"to remain (v.i.), to be left"
立てる,たてる,V,"to stand (something) up, to erect (something)"
くれる,くれる,V,"to give, to do for"
原因,げんいん,N,"cause, origin, source"
驚く,おどろく,V,"to be surprised, to be astonished"
いただく,頂く,N,-- extra-modest expression for たべる and のむ; humble expression for もらう --
祖母,そぼ,N,grandmother
場所,ばしょ,N,"place, location"
答,こたえ,N,"answer, response"
もちろん,もちろん,N,"certainly, of course"
漬ける,つける,V,"to soak, to moisten, to pickle"
受付,うけつけ,N,reception(ist) desk
内,うち,N,"within, inside"
スクリーン,スクリーン,N,screen
増える,ふえる,V,"to increase, to multiply"
または,または,N,"or, otherwise"
けがする,けがする,N,"injury (to animate object), hurt"
以下,いか,N,"less than, below"
選ぶ,えらぶ,V,to choose; to select
心,こころ,N,"heart, mind"
サラダ,サラダ,N,salad
届ける,とどける,V,to deliver (v.t.)
挨拶,あいさつする,N,greet(ing)
景色,けしき,N,"scenery, landscape"
確か,たしか,N,"if I remember correctly; certain, definite"
ステーキ,ステーキ,N,steak
食料品,しょくりょうひん,N,"foodstuff, groceries"
森,もり,N,forest
以内,いない,N,"within, less (no more) than"
予定,よてい,N,"plans, arrangement, schedule"
オーバー,オーバー,N,"overcoat; over, exceeding, exaggeration"
乾く,かわく,V,to get dry
石,いし,N,stone
思い出す,おもいだす,V,"to recall, to remember"
踊る,おどる,V,to dance
細かい,こまかい,N,"small; fine, minute"
塗る,ぬる,V,"to paint, to plaster"
ご主人,ごしゅじん,N,"(your, her) husband"
珍しい,めずらしい,N,"unusual, rare"
用,よう,N,"errand, task, business (to take care of)"
公務員,こうむいん,N,"government worker, public servant"
お嬢さん,おじょうさん,N,(someone's) daughter (polite)
用意,ようい,N,preparation
探す,さがす,V,"to search, to seek, to look for"
形,かたち,N,shape
運転,うんてんする,N,driving
すっかり,すっかり,N,"all, completely"
アナウンサー,アナウンサー,N,announcer
お土産,おみやげ,N,souvenir
消しゴム,けしゴム,N,eraser
旅館,りょかん,N,a Japanese inn
海岸,かいがん,N,"coast, seashore"
寂しい,さびしい,N,"lonely, lonesome"
火,ひ,N,fire
育てる,そだてる,V,to raise (v.t.); to bring up
味噌,みそ,N,"miso, bean paste"
お祝い,おいわい,N,"congratulation, celebration"
乗り物,のりもの,N,vehicle
案内,あんないする,N,"information, guidance"
通う,かよう,V,to go back and forth; to commute
連れる,つれる,V,"to lead, to take (a person)"
技術,ぎじゅつ,N,"technique, technology, skill"
小鳥,ことり,N,small bird
下宿,げしゅく,N,"lodging, boarding house"
ジャム,ジャム,N,jam
招待,しょうたいする,N,invitation
鏡,かがみ,N,mirror
はず,はず,N,it should be so
法律,ほうりつ,N,law
進む,すすむ,V,"to advance, to proceed"
楽む,たのしむ,V,to enjoy
貿易,ぼうえき,N,trade
反対,はんたい,N,"oppose, opposition, resistance"
おる,おる,N,-- extra-modest expression for いる --
申す,もうす,N,-- extra-modest (humble) expression for 言う (いう) --
試験,しけん,N,an exam
真面目,まじめ,N,"diligent, serious"
店員,てんいん,N,clerk; shop-employee
泊まる,とまる,V,to stay (over night) (v.i.)
よろしい,よろしい,N,"(hon.) good, OK, all right"
今夜,こんや,N,"this evening, tonight"
おつり,おつり,N,change; balance of money returned to the purchaser
チェックする,チェックする,N,check
会話,かいわ,N,conversation
空気,くうき,N,"air, atmosphere"
交通,こうつう,N,"traffic, transportation"
ワープロ,ワープロ,N,word processor
喜ぶ,よろこぶ,V,"to rejoice, to be delighted, to be glad"
急行,きゅうこう,N,express train or bus
皆,みな,N,everyone
味,あじ,N,"flavor, taste"
空港,くうこう,N,airport
手袋,てぶくろ,N,glove(s)
校長,こうちょう,N,"principal, headmaster"
ごちそう,ごちそう,N,"feast, treating (someone)"
踊り,おどり,N,dance
興味,きょうみ,N,interest (in something)
引っ越す,ひっこす,V,to move to a new place of residence
冷房,れいぼう,N,"cooling, air conditioning"
都合,つごう,N,"circumstances, convenience"
遠慮,えんりょする,N,"restraint, reserve, hesitate"
亡くなる,なくなる,V,to pass away
科学,かがく,N,science
はっきり,はっきり,N,"clearly, distinctly"
差し上げる,さしあげる,N,-- humble expression for あげる --
気持ち,きもち,N,"feeling, sensation, mood"
祖父,そふ,N,grandfather
港,みなと,N,"harbor, port"
予約,よやく,N,reservation
凄い,すごい,N,"terrific, great"
入学,にゅうがくする,N,entry to school or university
片付ける,かたづける,V,"to (clean) tidy up (v.t.), to put away"
写す,うつす,V,to copy (v.t.); to photograph
パソコン,パソコン,N,(personal) computer
部長,ぶちょう,N,department (division) manager
火事,かじ,N,fire
足す,たす,V,to add (numbers)
教会,きょうかい,N,church
彼ら,かれら,N,they (usually male)
一杯,いっぱい,N,"full, to the utmost"
アメリカ,アメリカ,N,"America, U.S.A."
男性,だんせい,N,man; male
理由,りゆう,N,reason
生産,せいさんする,N,production; to produce
着物,きもの,N,kimono; Japanese traditional dress
おもちゃ,おもちゃ,N,a toy
暮れる,くれる,V,"to get dark, to come to an end"
釣る,つる,V,to fish
打つ,うつ,V,"to hit, to strike"
あんな,あんな,N,"such, like that"
謝る,あやまる,V,to apologize
昼間,ひるま,N,"daytime, during the day"
教育,きょういく,N,education
女性,じょせい,N,woman
米,こめ,N,uncooked rice
邪魔,じゃま,N,"hindrance, intrusion"
国際,こくさい,N,international
隅,すみ,N,corner
伺う,うかがう,N,"humble form of 行く (いく), 聞く (きく) and 来る (くる)"
再来週,さらいしゅう,N,the week after next
夢,ゆめ,N,a dream
喉,のど,N,throat
最近,さいきん,N,"recently, nowadays, in recent years, most recent, latest"
周り,まわり,N,surroundings
歴史,れきし,N,history
不便,ふべん,N,inconvenience
血,ち,N,blood
毛,け,N,"hair, fur"
ひどい,ひどい,N,"terrible, awful, unfair, cruel"
例えば,たとえば,N,"for example, e.g."
中々,なかなか,N,"very, considerably, quite"
随分,ずいぶん,N,extremely
押し入れ,おしいれ,N,closet
電灯,でんとう,N,electric light
叱る,しかる,V,to scold
サンダル,サンダル,N,sandal
びっくりする,びっくりする,V,to be surprised
うまい,うまい,N,delicious; skillful; fortunate
変える,かえる,V,"to change, to alter, to vary"
講堂,こうどう,N,auditorium
子,こ,N,child
沸かす,わかす,V,to boil
レジ,レジ,N,register
しばらく,しばらく,N,little while
特に,とくに,N,particularly
空く,あく,V,"to open, to become empty (vacant)"
計画,けいかくする,N,"plan, project, schedule"
通り,とおり,N,"~ Street, ~ Avenue"
下着,したぎ,N,underwear
経済,けいざい,N,"economics, finance, economy"
こう,こう,N,"like this, this way"
是非,ぜひ,N,"certainly, by all means; without fail"
裏,うら,N,"reverse side, back"
為,ため,N,"good, advantage, in order to"
おいでになる,おいでになる,N,(hon.) to be
変わる,かわる,V,"to change (v.i.), to be transformed, to vary"
以外,いがい,N,"other than, with the exception of, excepting"
済む,すむ,V,"to finish, to end"
ハンバーグ,ハンバーグ,N,hamburger steak
市,し,N,city
引き出し,ひきだし,N,drawer
遊び,あそび,N,play
支度,したくする,N,preparation
見える,みえる,V,to be visible; -- polite verb meaning 来る (くる) --
十分,じゅうぶん,N,enough
音,おと,N,"sound, note"
きっと,きっと,N,"surely, definitely, undoubtedly, certainly"
まず,まず,N,"first (of all), to start with"
遠く,とおく,N,"far away, distant"
大体,だいたい,N,approximately; in most cases; in general; to begin with (same as もともと)
折れる,おれる,V,"to break, to be folded, to give in; to turn (a corner)"
正しい,ただしい,N,correct
輸入,ゆにゅう,N,import
返事,へんじ,N,"reply, answer"
都,と,N,metropolitan
産業,さんぎょう,N,industry
伝える,つたえる,V,"to convey (a message); to tell, to report"
お金持ち,かねもち,N,rich person
説明,せつめい,N,explanation
島,しま,N,island
道具,どうぐ,N,tool
滑る,すべる,V,"to slide, to slip"
それほど,それほど,V,to that degree; extent
以上,いじょう,N,more than; this is all
特急,とっきゅう,N,limited express (train faster than an express)
プレゼント,プレゼント,N,"present, gift"
妻,つま,N,wife (humble)
帰り,かえり,N,"return, coming back"
具合,ぐあい,N,"condition, state, health"
堅,かたい,N,"solid, hard, firm"
駐車場,ちゅうしゃじょう,N,parking lot
スーツ,スーツ,N,suit
危険,きけん,N,"danger, risk, hazard"
髪,かみ,N,hair
天気予報,てんきよほう,N,weather forecast
彼女,かのじょ,N,girlfriend; she
間,あいだ,N,"space, interval"
卒業,そつぎょう,N,graduation
それで,それで,N,"and (conj.), thereupon, because of that"
枝,えだ,N,"branch, twig"
専門,せんもん,N,major; speciality
そろそろ,そろそろ,N,"gradually, soon"
送る,おくる,V,"to send, to dispatch"
あげる,あげる,V,to give
騒ぐ,さわぐ,V,"to make noise, to clamor"
尋ねる,たずねる,V,to inquire (same as 質問する)
放送,ほうそうする,N,broadcasting
政治,せいじ,N,politics
市民,しみん,N,citizen
ファックス,ファックス,N,fax
負ける,まける,V,"to lose (a game) (v.i.), to be defeated"
指輪,ゆびわ,N,(finger) ring
田舎,いなか,N,"rural, countryside"
見つける,みつける,V,"to discover, to find (v.t.)"
高校生,こうこうせい,N,high school student
講義,こうぎ,N,a lecture
そんなに,そんなに,N,"so much, like that"
昼休み,ひるやすみ,N,"lunch break, noon recess"
忘れ物,わすれもの,N,"lost article, something forgotten"
下りる,おりる,V,"to get down, to go; come down"
腕,うで,N,arm (in reference to body)
訳,わけ,N,reason; explanation
承知,しょうちする,N,"consent, acceptance"
日記,にっき,N,"diary, journal"
高校,こうこう,N,high school; senior high school
似る,にる,V,"to resemble, to be similar"
暖房,だんぼう,N,heating
留守,るす,N,absence; not at home
割合,わりあい,N,"rate, ratio, percentage"
寺,てら,N,Buddhist temple
慣れる,なれる,V,to grow accustomed to
普通,ふつう,N,common; usual
手伝う,てつだう,V,to help
なるほど,なるほど,N,I see; I now understand
くださる,くださる,N,"(hon.) to give, to confer"
息子,むすこ,N,(humble) son
お子さん,おこさん,N,(someone else's) child (polite)
会場,かいじょう,N,"venue, meeting place"
笑う,わらう,V,"to laugh, to smile"
運ぶ,はこぶ,V,"to transport, to carry"
文学,ぶんがく,N,literature
光,ひかり,N,light
お見舞い,おみまい,N,"calling on someone who is ill, visit"
席,せき,N,a seat
ご存じ,ごぞんじ,N,"knowing, acquaintance"
下る,さがる,V,"to descend, to drop, to fall"
字,じ,N,letter; character
アジア,アジア,N,Asia
褒める,ほめる,V,to praise; to say nice things
あ,あ,N,Ah
最も,もっとも,N,most
合う,あう,V,"to fit, to match"
最後,さいご,N,"last, end"
値段,ねだん,N,price
退院,たいいんする,N,leaving hospital
展覧会,てんらんかい,N,exhibition
久しぶり,ひさしぶり,N,it has been a long time; for the first time in a long time
カーテン,カーテン,N,curtain
汽車,きしゃ,N,train (steam)
遅れる,おくれる,V,to (be) become late
見つかる,みつかる,V,"to be found (v.i.), to be discovered"
召し上がる,めしあがる,N,-- honorific form of 食べる (たべる) and 飲む (のむ) --
太る,ふとる,V,to gain weight
注射,ちゅうしゃ,N,injection
様,よう,N,"way, manner, kind"
最初,さいしょ,N,"beginning, first"
安心,あんしん,N,"peace of mind, relief"
直る,なおる,V,to be fixed
集める,あつめる,V,"to collect, to gather (v.t.), to assemble"
直す,なおす,V,to correct (v.t.); to fix
続く,つづく,V,to be continued
先輩,せんぱい,N,senior members of a group
約束,やくそく,N,"arrangement, appointment, promise"
世話,せわする,N,looking after; to look after
近所,きんじょ,N,neighborhood
将来,しょうらい,N,(in the) future; prospects
億,おく,N,hundred million
数学,すうがく,N,mathematics
文化,ぶんか,N,culture
払う,はらう,V,to pay
習慣,しゅうかん,N,custom (in reference to culture)
焼ける,やける,V,"to burn, to be roasted"
君,きみ,N,you (informal for men)
冷える,ひえる,V,"to grow cold, to cool down"
点く,つく,V,"to be started, to be switched on"
この間,このあいだ,N,"the other day, recently"
格好,かっこう,N,"appearance, manner, shape, form, posture"
続ける,つづける,V,"to continue, to keep up"
落す,おとす,V,"to drop, to lose"
出発,しゅっぱつする,N,departure
拝見,はいけんする,N,"(humble) (polite) seeing, look at"
割れる,われる,V,to break
背中,せなか,N,back (of body)
新聞社,しんぶんしゃ,N,newspaper company
いじめる,いじめる,V,"to bully, to torment"
回る、回す,まわる、まわす,V,"to go around, to revolve"
おっしゃる,おっしゃる,N,-- honorific expression for いう --
眠い,ねむい,N,"sleepy, drowsy"
濡れる,ぬれる,V,to get wet
倒れる,たおれる,V,"to collapse, to break down"
スーパー (マーケット),スーパー (マーケット),N,supermarket
アクセサリー,アクセサリー,N,accessory
考える,かんがえる,V,to think (about); to consider
向かう,むかう,V,"to face, to go towards"
自由,じゆう,N,freedom
仕方,しかた,N,way (of doing something)
首,くび,N,neck
程,ほど,N,"degree, extent"
代わり,かわり,N,"substitute, replacement"
失敗,しっぱい,N,"failure, mistake"
工業,こうぎょう,N,(manufacturing) industry
移る,うつる,V,to move (from a house); to transfer (from a department); to shift
スーツケース,スーツケース,N,suitcase
ひげ,ひげ,N,beard
研究室,けんきゅうしつ,N,the professor's office; laboratory
工場,こうじょう,N,factory
紹介,しょうかい,N,an introduction
けれど,けれど,N,"but, although"
舟,ふね,N,"ship, boat"
動く,うごく,V,to move
コンサート,コンサート,N,concert
虫,むし,N,insect
優しい,やさしい,N,"kind (person), gentle (person), easy (problem)"
コンピュータ,コンピュータ,N,computer
植える,うえる,V,to plant
両方,りょうほう,N,"both sides, both parties"
汚れる,よごれる,V,to become dirty
水泳,すいえい,N,swimming
経験,けいけんする,N,experience
勝つ,かつ,V,to win
砂,すな,N,sand
警察,けいさつ,N,police; police station
取り替える,とりかえる,V,"to exchange, to replace"
急ぐ,いそぐ,V,"to hurry, to be in a hurry, to rush"
簡単,かんたん,N,simple
参る,まいる,N,humble expression for 行く and 来る
全然,ぜんぜん,N,"not at all; wholly, entirely"
特別,とくべつ,N,special
復習,ふくしゅう,N,"review (of lessons), revision"
間に合う,まにあう,V,to be in time for
役に立つ,やくにたつ,V,"to be helpful, to be useful"
もうすぐ,もうすぐ,N,very soon; in a few moments; days
真中,まんなか,N,"middle, center"
戻る,もどる,V,to return (v.i.); to come back
研究,けんきゅう,N,"study, research, investigation"
ケーキ,ケーキ,N,cake
草,くさ,N,grass
込む,こむ,V,to be crowded
この頃,このごろ,N,"these days, nowadays"
訪ねる,たずねる,V,to visit
下げる,さげる,V,to lower (v.t.); to hang
花見,はなみ,N,cherry-blossom viewing
途中,とちゅう,N,"on the way, midway"
入院,にゅういんする,N,hospitalization
乗り換える,のりかえる,V,"to transfer (trains), to change (bus, train, etc.)"
別れる,わかれる,V,"to part from, to separate"
安全,あんぜん,N,"safety, security"
看護婦,かんごふ,N,(female) nurse
見物,けんぶつ,N,sightseeing
相談,そうだんする,N,consultation
ガソリンスタンド,ガソリンスタンド,N,"gas station, service station"
テニス,テニス,N,tennis
眠る,ねむる,V,to sleep
上がる,あがる,V,"to rise, to go up"
翻訳,ほんやく,N,translation
食事,しょくじする,N,meal
お陰,おかげ,N,thanks or owing to
娘,むすめ,N,daughter (humble)
湯,ゆ,N,hot water
競争,きょうそう,N,"competition, contest"
会議,かいぎ,N,business meeting; conference
湖,みずうみ,N,lake
集まる,あつまる,V,"to gather (v.i.), to collect"
生活,せいかつする,N,"living, life; to live"
糸,いと,N,thread
関係,かんけい,N,"relation(ship), connection"
ピアノ,ピアノ,N,piano
番組,ばんぐみ,N,broadcast program
急,きゅう,N,"urgent, sudden; steep"
棚,たな,N,"shelves, rack"
木綿,もめん,N,cotton
輸出,ゆしゅつする,N,export
タイプ,タイプ,N,"type, style"
すり,すり,N,pickpocket
嬉しい,うれしい,V,to be happy; to be glad
アルコール,アルコール,N,alcohol
ソフト,ソフト,N,soft; soft hat; software
神社,じんじゃ,N,Shinto shrine
大分,だいぶ,N,"fairly well, to a large extent, considerably, pretty much"
楽しみ,たのしみ,N,"pleasure, joy"
趣味,しゅみ,N,hobby; pastime
電報,でんぽう,N,telegram
家内,かない,N,(one's own) wife
指,ゆび,N,finger
これから,これから,N,"from now on, after this"
たまに,たまに,N,occasionally
社会,しゃかい,N,society
