word,pinyin,pos,english
赶到,gǎndào,,
赶紧,gǎnjǐn,Adv,
赶快,gǎnkuài,Adv,
敢,gǎn,V,
感冒,gǎnmào,N/V,
感情,gǎnqíng,N,
感受,gǎnshòu,N/V,
干吗,gànmá,Pron,
高速,gāosù,Adj,
高速公路,gāosù gōnglù,,
告别,gàobié,,
歌迷,gēmí,N,
歌声,gēshēng,N,
歌手,gēshǒu,N,
个人,gèrén,N,
个性,gèxìng,N,
各,gè,Pron/Adv,
各地,gèdì,N,
各位,gèwèi,Pron,
各种,gèzhǒng,Pron,
各自,gèzì,Pron,
根本,gēnběn,Adv/Adj/N,
更加,gèngjiā,Adv,
工厂,gōngchǎng,N,
工程师,gōngchéngshī,N,
工夫,gōngfu,N,
工具,gōngjù,N,
工业,gōngyè,N,
工资,gōngzī,N,
公布,gōngbù,V,
公共,gōnggòng,Adj,
公开,gōngkāi,Adj/V,
公民,gōngmín,N,
公务员,gōngwùyuán,N,
功夫,gōngfu,N,
功课,gōngkè,N,
功能,gōngnéng,N,
共同,gòngtóng,Adj,
共有,gòngyǒu,V,
姑娘,gūniang,N,
古,gǔ,Adj,
古代,gǔdài,N,
故乡,gùxiāng,N,
挂,guà,V,
关系,guānxì,N/V,
关注,guānzhù,V,
观察,guānchá,V,
观看,guānkàn,V,
观念,guānniàn,N,
观众,guānzhòng,N,
管,guǎn,V,
管理,guǎnlǐ,V,
光,guāng,Adv/N/Adj,
光明,guāngmíng,Adj/N,
广播,guǎngbō,V/N,
广大,guǎngdà,Adj,
规定,guīdìng,V/N,
规范,guīfàn,Adj/N/V,
国内,guó nèi,,
国庆,guóqìng,N,
果然,guǒrán,Adv,
果汁,guǒzhī,N,
过程,guòchéng,N,
过去,guòqù,N,
哈哈,hāhā,Phonetic,
海关,hǎiguān,N,
害怕,hàipà,,
行,háng,M,
好好,hǎohǎo,Adj/Adv,
好奇,hàoqí,Adj,
合,hé,V,
合法,héfǎ,Adj,
合格,hégé,Adj,
合理,hélǐ,Adj,
合作,hézuò,V,
和平,hépíng,N,
红茶,hóngchá,N,
红酒,hóngjiǔ,N,
后果,hòuguǒ,N,
后面,hòumiàn,N,
后年,hòunián,N,
互联网,hùliánwǎng,N,
互相,hùxiāng,Adv,
划船,huáchuán,V,
华人,huárén,N,
化,huà,Suffix,
现代化,xiàndàihuà,Suffix,
话剧,huàjù,N,
话题,huàtí,N,
欢乐,huānlè,Adj,
环,huán,N,
环保,huánbǎo,N/Adj,
环境,huánjìng,N,
会议,huìyì,N,
会员,huìyuán,N,
活,huó,Adj/V,
火,huǒ,N,
机器,jīqì,N,
积极,jījí,Adj,
基本,jīběn,Adj,
基本上,jīběnshàng,Adv,
基础,jīchǔ,N,
及时,jíshí,Adj,
极了,jí le,Suffix,
集体,jítǐ,N,
集中,jízhōng,V/Adj,
计算,jìsuàn,V,
记录,jìlù,N/V,
记者,jìzhě,N,
纪录,jìlù,N,
纪念,jìniàn,V/N,
技术,jìshù,N,
继续,jìxù,V,
加工,jiāgōng,,
加快,jiākuài,V,
加强,jiāqiáng,V,
家具,jiājù,N,
家属,jiāshǔ,N,
家乡,jiāxiāng,N,
价格,jiàgé,N,
价钱,jiàqián,N,
价值,jiàzhí,N,
架,jià,M/N/V,
坚持,jiānchí,V,
坚决,jiānjué,Adj,
坚强,jiānqiáng,Adj,
简单,jiǎndān,Adj,
简直,jiǎnzhí,Adv,
建,jiàn,V,
建成,jiànchéng,,
建立,jiànlì,V,
建设,jiànshè,V/N,
建议,jiànyì,V/N,
将近,jiāngjìn,Adv,
将来,jiānglái,N,
交费,jiāofèi,V,
交警,jiāojǐng,N,
交流,jiāoliú,V/N,
交往,jiāowǎng,V,
交易,jiāoyì,N,
叫,jiào,Prep,
较,jiào,Adv,
教材,jiàocái,N,
教练,jiàoliàn,N,
结实,jiēshi,Adj,
接待,jiēdài,V,
接近,jiējìn,V,
节约,jiéyuē,V,
结合,jiéhé,V,
结婚,jiéhūn,,
结束,jiéshù,V,
解决,jiějué,V,
解开,jiěkāi,,
金,jīn,N,
金牌,jīnpái,N,
仅,jǐn,Adv,
仅仅,jǐnjǐn,Adv,
尽量,jǐnliàng,Adv,
紧,jǐn,Adj,
紧急,jǐnjí,Adj,
紧张,jǐnzhāng,Adj,
进步,jìnbù,V/Adj,
进一步,jìnyībù,Adv,
进展,jìnzhǎn,V,
近期,jìnqī,N,
京剧,jīngjù,N,
经济,jīngjì,N/Adj,
经历,jīnglì,V/N,
经验,jīngyàn,N,
经营,jīngyíng,V,
精彩,jīngcǎi,Adj,
精神,jīngshén,N,
精神,jīngshen,Adj/N,
景色,jǐngsè,N,
警察,jǐngchá,N,
静,jìng,Adj/V,
久,jiǔ,Adj,
旧,jiù,Adj,
救,jiù,V,
就是,jiùshì,Conj,
就业,jiùyè,,
举办,jǔbàn,V,
具体,jùtǐ,Adj,
具有,jùyǒu,V,
剧场,jùchǎng,N,
据说,jùshuō,V,
决定,juédìng,V/N,
决赛,juésài,V/N,
决心,juéxīn,N/V,
绝对,juéduì,Adv,
咖啡,kāfēi,N,
开发,kāifā,V,
开放,kāifàng,V,
开始,kāishǐ,V/N,
开业,kāiyè,,
开展,kāizhǎn,V,
看起来,kàn qǐlái,,
看上去,kàn shàngqù,,
考验,kǎoyàn,V,
科技,kējì,N,
可靠,kěkào,Adj,
可乐,kělè,N,
克服,kèfú,V,
客观,kèguān,Adj,
课程,kèchéng,N,
空,kōng,Adj/Adv,
空调,kōngtiáo,N,
恐怕,kǒngpà,Adv,
空儿,kòngr,N,
裤子,kùzi,N,
快速,kuàisù,Adj,
困,kùn,Adj/V,
困难,kùnnan,N/Adj,
浪费,làngfèi,V,
老百姓,lǎobǎixìng,N,
老板,lǎobǎn,N,
老太太,lǎotàitai,N,
老头儿,lǎotóur,N,
乐,lè,V,
乐观,lèguān,Adj,
类,lèi,N/M,
类似,lèisì,V/Adj,
离婚,líhūn,,
里面,lǐmiàn,N,
理发,lǐfà,,
理解,lǐjiě,V,
理论,lǐlùn,N,
理由,lǐyóu,N,
力,lì,N,
力量,lìliàng,N,
立刻,lìkè,Adv,
利用,lìyòng,V,
连,lián,V/Adv,
连忙,liánmáng,Adv,
连续,liánxù,V,
连续剧,liánxùjù,N,
联合,liánhé,V,
联合国,Liánhéguó,N,
联系,liánxì,V/N,
凉水,liángshuǐ,N,
了,liǎo,V,
领,lǐng,V,
领导,lǐngdǎo,V/N,
领先,lǐngxiān,,
另外,lìngwài,Pron/Adv/Conj,
另一方面,lìng yīfāngmiàn,,
留学,liúxué,,
龙,lóng,N,
录,lù,V,
录音,lùyīn,V/N,
路线,lùxiàn,N,
旅馆,lǚguǎn,N,
旅行社,lǚxíngshè,N,
绿茶,lǜchá,N,
乱,luàn,Adj,
落后,luòhòu,,
麻烦,máfan,V/Adj,
马,mǎ,N,
满足,mǎnzú,V,
慢慢,mànmàn,,
毛,máo,N,
毛病,máobìng,N,
没用,méiyòng,V,
媒体,méitǐ,N,
每,měi,Pron/Adv,
美,měi,Adj,
美好,měihǎo,Adj,
美丽,měilì,Adj,
美食,měishí,N,
美术,měishù,N,
美元,měiyuán,N,
迷,mí,V,
米,mǐ,N,
面对,miànduì,V,
面积,miànjī,N,
民间,mínjiān,N,
民族,mínzú,N,
明确,míngquè,Adj/V,
明显,míngxiǎn,Adj,
命运,mìngyùn,N,
某,mǒu,Pron,
母亲,mǔqīn,N,
木头,mùtou,N,
目标,mùbiāo,N,
目前,mùqián,N,
奶茶,nǎichá,N,
男子,nánzǐ,N,
南部,nánbù,N,
难道,nándào,Adv,
难度,nándù,N,
内,nèi,N,
内容,nèiróng,N,
内心,nèixīn,N,
能不能,néng bu néng,,
能力,nénglì,N,
年初,niánchū,N,
年代,niándài,N,
年底,niándǐ,N,
年纪,niánjì,N,
念,niàn,V,
牛,niú,N,
农村,nóngcūn,N,
农民,nóngmín,N,
农业,nóngyè,N,
女子,nǚzǐ,N,
暖和,nuǎnhuo,Adj,
怕,pà,Adv,
拍,pāi,V,
排,pái,V,
排名,páimíng,,
牌子,páizi,N,
派,pài,V/N,
判断,pànduàn,V/N,
胖,pàng,Adj,
跑步,pǎobù,,
配,pèi,V,
配合,pèihé,V,
批评,pīpíng,V,
批准,pīzhǔn,V,
皮,pí,N,
皮包,píbāo,N,
啤酒,píjiǔ,N,
票价,piàojià,N,
评价,píngjià,V/N,
苹果,píngguǒ,N,
破,pò,Adj/V,
破坏,pòhuài,V,
普遍,pǔbiàn,Adj,
普及,pǔjí,V/Adj,
期,qī,M,
齐,qí,Adj/V,
其次,qícì,Pron,
其实,qíshí,Adv,
奇怪,qíguài,Adj,
气候,qìhòu,N,
千万,qiānwàn,Adv,
前后,qiánhòu,N,
前进,qiánjìn,V,
前面,qiánmiàn,N,
前往,qiánwǎng,V,
强,qiáng,Adj,
强大,qiángdà,Adj,
强调,qiángdiào,V,
强烈,qiángliè,Adj,
桥,qiáo,N,
巧,qiǎo,Adj,
亲,qīn,Adj,
亲切,qīnqiè,Adj,
亲人,qīnrén,N,
亲自,qīnzì,Adv,
情感,qínggǎn,N,
情况,qíngkuàng,N,
请教,qǐngjiào,V,
庆祝,qìngzhù,V,
球迷,qiúmí,N,
区,qū,N,
区别,qūbié,N/V,
取消,qǔxiāo,V,
去世,qùshì,V,
全场,quánchǎng,N,
全面,quánmiàn,Adj,
全球,quánqiú,N,
缺,quē,V,
缺点,quēdiǎn,N,
缺少,quēshǎo,V,
确保,quèbǎo,V,
确定,quèdìng,Adj/V,
确实,quèshí,Adj/Adv,
裙子,qúnzi,N,
群,qún,M,
热爱,rè'ài,V,
热烈,rèliè,Adj,
人才,réncái,N,
人工,réngōng,N/Adj,
人类,rénlèi,N,
人民,rénmín,N,
人民币,rénmínbì,N,
人群,rénqún,N,
人生,rénshēng,N,
人员,rényuán,N,
认出,rènchū,,
认得,rènde,V,
认可,rènkě,V,
任,rèn,V,
任,rèn,Conj,
任何,rènhé,Pron,
任务,rènwu,N,
仍,réng,Adv,
仍然,réngrán,Adv,
日常,rìcháng,Adj,
容易,róngyì,Adj,
如何,rúhé,Pron,
散步,sànbù,,
沙发,shāfā,N,
沙子,shāzi,N,
伤,shāng,V/N,
伤心,shāngxīn,,
商品,shāngpǐn,N,
商业,shāngyè,N,
上来,shànglái,,
上面,shàngmiàn,N,
上去,shàngqù,,
上升,shàngshēng,V,
上衣,shàngyī,N,
设备,shèbèi,N,
设计,shèjì,V/N,
设立,shèlì,V,
社会,shèhuì,N,
身份证,shēnfènzhèng,N,
深,shēn,Adj,
深刻,shēnkè,Adj,
深入,shēnrù,V/Adj,
升,shēng,V,
生,shēng,Adj,
生产,shēngchǎn,V,
生存,shēngcún,V,
生动,shēngdòng,Adj,
生命,shēngmìng,N,
生意,shēngyi,N,
生长,shēngzhǎng,V,
声明,shēngmíng,V/N,
胜,shèng,V,
胜利,shènglì,V/N,
失去,shīqù,V,
石头,shítou,N,
石油,shíyóu,N,
时,shí,N,
时代,shídài,N,
时刻,shíkè,N/Adv,
实际上,shíjìshàng,Adv,
实力,shílì,N,
实行,shíxíng,V,
实验,shíyàn,V/N,
实验室,shíyànshì,N,
食品,shípǐn,N,
使,shǐ,V,
始终,shǐzhōng,Adv,
世纪,shìjì,N,
世界,shìjiè,N,
世界杯,shìjièbēi,N,
市场,shìchǎng,N,
事故,shìgù,N,
事件,shìjiàn,N,
事实,shìshí,N,
事实上,shìshíshang,,
事业,shìyè,N,
试题,shìtí,N,
试验,shìyàn,V,
适合,shìhé,V,
适应,shìyìng,V,
适用,shìyòng,Adj,
室,shì,N,
收费,shōufèi,V,
收看,shōukàn,V,
收听,shōutīng,V,
收音机,shōuyīnjī,N,
手续,shǒuxù,N,
手指,shǒuzhǐ,N,
首都,shǒudū,N,
首先,shǒuxiān,Adv,
受,shòu,V,
受伤,shòushāng,,
书架,shūjià,N,
输,shū,V,
输入,shūrù,V,
熟人,shúrén,N,
属,shǔ,V,
属于,shǔyú,V,
束,shù,M,
数量,shùliàng,N,
双,shuāng,M/Adj,
双方,shuāngfāng,N,
思想,sīxiǎng,N,
死,sǐ,V/Adj,
速度,sùdù,N,
随,suí,V,
所,suǒ,N/M,
所长,suǒzhǎng,N,
台,tái,N/M,
台,tái,N/M,
谈,tán,V,
谈话,tánhuà,,
谈判,tánpàn,V/N,
汤,tāng,N,
糖,táng,N,
特色,tèsè,N,
提前,tíqián,V,
提问,tíwèn,V,
题目,tímù,N,
体会,tǐhuì,V/N,
体现,tǐxiàn,V,
体验,tǐyàn,V,
天空,tiānkōng,N,
甜,tián,Adj,
调,tiáo,V,
调整,tiáozhěng,V,
跳,tiào,V,
跳高,tiàogāo,V,
跳舞,tiàowǔ,,
跳远,tiàoyuǎn,V,
铁,tiě,N,
铁路,tiělù,N,
听力,tīnglì,N,
听众,tīngzhòng,N,
停止,tíngzhǐ,V,
通常,tōngcháng,Adj,
通信,tōngxìn,,
同意,tóngyì,V,
痛,tòng,Adj,
痛苦,tòngkǔ,Adj,
头,tóu,Adj,
头脑,tóunǎo,N,
突出,tūchū,Adj/V,
突然,tūrán,Adj,
图,tú,N,
图画,túhuà,N,
土,tǔ,N,
团,tuán,N/M,
团结,tuánjié,V,
团体,tuántǐ,N,
推动,tuīdòng,,
推广,tuīguǎng,V,
推进,tuījìn,V,
推开,tuīkāi,,
退,tuì,V,
退出,tuìchū,V,
退休,tuìxiū,,
外交,wàijiāo,N,
外面,wàimiàn,N,
外文,wàiwén,N,
完美,wánměi,Adj,
完善,wánshàn,Adj/V,
完整,wánzhěng,Adj,
玩具,wánjù,N,
往往,wǎngwǎng,Adv,
危害,wēihài,V/N,
危险,wēixiǎn,Adj/N,
为,wéi,V,
为,wéi,Prep,
围,wéi,V,
伟大,wěidà,Adj,
卫生,wèishēng,Adj/N,
卫生间,wèishēngjiān,N,
为了,wèile,Prep,
温暖,wēnnuǎn,Adj/V,
文化,wénhuà,N,
文件,wénjiàn,N,
文明,wénmíng,N/Adj,
文学,wénxué,N,
文章,wénzhāng,N,
文字,wénzì,N,
握手,wòshǒu,,
屋子,wūzi,N,
武器,wǔqì,N,
武术,wǔshù,N,
舞台,wǔtái,N,
西部,xībù,N,
希望,xīwàng,V/N,
系,xì,N,
下来,xiàlái,,
下面,xiàmiàn,N,
下去,xiàqù,,
先进,xiānjìn,Adj/N,
显得,xiǎnde,V,
显然,xiǎnrán,Adj,
显示,xiǎnshì,V,
现场,xiànchǎng,N,
现代,xiàndài,N,
现金,xiànjīn,N,
现实,xiànshí,N,
现象,xiànxiàng,N,
线,xiàn,N,
相比,xiāngbǐ,V,
相当,xiāngdāng,Adv/V,
相关,xiāngguān,V,
相互,xiānghù,Adv,
相似,xiāngsì,Adj,
香,xiāng,Adj,
香蕉,xiāngjiāo,N,
消费,xiāofèi,V,
消失,xiāoshī,V,
消息,xiāoxi,N,
效果,xiàoguǒ,N,
写作,xiězuò,V,
血,xiě,N,
心,xīn,N,
信,xìn,V,
信封,xìnfēng,N,
信任,xìnrèn,V,
行李,xíngli,N,
形成,xíngchéng,V,
形式,xíngshì,N,
形象,xíngxiàng,N/Adj,
形状,xíngzhuàng,N,
幸福,xìngfú,Adj/N,
幸运,xìngyùn,Adj,
性,xìng,Suffix,
积极性,jījíxìng,N,
性别,xìngbié,N,
性格,xìnggé,N,
修,xiū,V,
修改,xiūgǎi,V,
需求,xūqiú,N,
需要,xūyào,V/N,
宣布,xuānbù,V,
宣传,xuānchuán,V/N,
选手,xuǎnshǒu,N,
学费,xuéfèi,N,
训练,xùnliàn,V/N,
压,yā,V,
压力,yālì,N,
烟,yān,N,
眼前,yǎnqián,N,
演,yǎn,V,
演唱,yǎnchàng,V,
演唱会,yǎnchànghuì,N,
演出,yǎnchū,V/N,
演员,yǎnyuán,N,
羊,yáng,N,
阳光,yángguāng,N,
要是,yàoshi,Conj,
衣架,yījià,N,
一切,yīqiè,Pron,
已,yǐ,Adv,
以来,yǐlái,N,
一方面,yīfāngmiàn,N,
艺术,yìshù,N,
意外,yìwài,Adj/N,
意义,yìyì,N,
因此,yīncǐ,Conj,
银,yín,N,
银牌,yínpái,N,
印象,yìnxiàng,N,
应当,yīngdāng,V,
迎接,yíngjiē,V,
营养,yíngyǎng,N,
赢,yíng,V,
影视,yǐngshì,N,
应用,yìngyòng,V,
优点,yōudiǎn,N,
优势,yōushì,N,
由,yóu,Prep,
由于,yóuyú,Prep/Conj,
邮件,yóujiàn,N,
邮票,yóupiào,N,
邮箱,yóuxiāng,N,
游,yóu,V,
游戏,yóuxì,N,
游泳,yóuyǒng,N/V,
有的是,yǒudeshì,,
有利,yǒulì,Adj,
有效,yǒuxiào,V,
预报,yùbào,V/N,
预防,yùfáng,V,
预计,yùjì,V,
预习,yùxí,V,
员,yuán,Suffix,
服务员,fúwùyuán,N,
员工,yuángōng,N,
愿望,yuànwàng,N,
约,yuē,V,
乐队,yuèduì,N,
运输,yùnshū,V,
杂志,zázhì,N,
早已,zǎoyǐ,Adv,
造,zào,V,
造成,zàochéng,V,
责任,zérèn,N,
增加,zēngjiā,V,
增长,zēngzhǎng,V,
展开,zhǎnkāi,,
张,zhāng,M/V,
照,zhào,V/Prep,
者,zhě,Suffix,
志愿者,zhìyuànzhě,N,
真实,zhēnshí,Adj,
争,zhēng,V,
争取,zhēngqǔ,V,
整,zhěng,Adj/V,
整个,zhěnggè,Adj,
整理,zhěnglǐ,V,
整齐,zhěngqí,Adj,
整体,zhěngtǐ,N,
整天,zhěngtiān,N,
整整,zhěngzhěng,Adv,
正,zhèng,Adj,
正式,zhèngshì,Adj,
证,zhèng,N,
证件,zhèngjiàn,N,
证据,zhèngjù,N,
证明,zhèngmíng,V/N,
支,zhī,M,
支持,zhīchí,V,
支付,zhīfù,V,
只,zhī,M,
直,zhí,Adj/V/Adv,
直播,zhíbō,V,
直到,zhídào,V,
值,zhí,V,
值得,zhídé,,
职工,zhígōng,N,
职业,zhíyè,N,
只好,zhǐhǎo,Adv,
只是,zhǐshì,Adv/Conj,
只有,zhǐyǒu,Conj,
指,zhǐ,V,
指出,zhǐchū,,
指导,zhǐdǎo,V,
至今,zhìjīn,Adv,
至少,zhìshǎo,Adv,
志愿,zhìyuàn,N,
志愿者,zhìyuànzhě,N,
制定,zhìdìng,V,
制度,zhìdù,N,
制造,zhìzào,V,
制作,zhìzuò,V,
中部,zhōngbù,N,
中华民族,Zhōnghuá Mínzú,,
终于,zhōngyú,Adv,
钟,zhōng,N,
种,zhǒng,M,
种子,zhǒngzi,N,
重大,zhòngdà,Adj,
周围,zhōuwéi,N,
猪,zhū,N,
主持,zhǔchí,V,
主动,zhǔdòng,Adj,
主任,zhǔrèn,N,
主意,zhǔyi,N,
主张,zhǔzhāng,V/N,
注意,zhùyì,,
祝,zhù,V,
抓,zhuā,V,
抓住,zhuāzhù,,
专家,zhuānjiā,N,
专门,zhuānmén,Adv,
专题,zhuāntí,N,
专业,zhuānyè,N,
转,zhuǎn,V,
转变,zhuǎnbiàn,V,
状况,zhuàngkuàng,N,
状态,zhuàngtài,N,
追,zhuī,V,
准,zhǔn,Adj/Adv,
资格,zīgé,N,
资金,zījīn,N,
子女,zǐnǚ,N,
自从,zìcóng,Prep,
自动,zìdòng,Adj/Adv,
自觉,zìjué,Adj,
自然,zìrán,N/Adj/Adv,
自身,zìshēn,N,
自主,zìzhǔ,V,
总,zǒng,Adv,
总结,zǒngjié,V/N,
总是,zǒngshì,Adv,
足够,zúgòu,V,
足球,zúqiú,N,
组合,zǔhé,V,
左右,zuǒyòu,N/V,
作品,zuòpǐn,N,
作者,zuòzhě,N,
做客,zuòkè,,
