word,pinyin,pos,english
耳闻目睹,ěrwén-mùdǔ,,
二手车,èrshǒuchē,N,
二氧化碳,èryǎnghuàtàn,N,
发布会,fābùhuì,N,
发布会,fābùhuì,N,
发财,fācái,,
发愁,fāchóu,,
发电机,fādiànjī,N,
发抖,fādǒu,V,
发愤图强,fāfèn-túqiáng,,
发光,fāguāng,,
发火,fāhuǒ,,
发酵,fājiào,,
发掘,fājué,V,
发愣,fālèng,,
发脾气,fā píqi,,
发起人,fāqǐrén,N,
发热,fārè,,
发誓,fāshì,,
发泄,fāxiè,V,
发扬,fāyáng,V,
发扬光大,fāyáng-guāngdà,,
发育,fāyù,V,
发源地,fāyuándì,N,
发作,fāzuò,V,
阀门,fámén,N,
发型,fàxíng,N,
帆,fān,N,
帆,fān,N,
帆船,fānchuán,N,
翻番,fānfān,,
翻来覆去,fānlái-fùqù,,
翻天覆地,fāntiān-fùdì,,
凡,fán,Adv,
烦闷,fánmèn,Adj,
烦恼,fánnǎo,Adj,
烦躁,fánzào,Adj,
繁华,fánhuá,Adj,
繁忙,fánmáng,Adj,
繁体字,fántǐzì,N,
繁重,fánzhòng,Adj,
反驳,fǎnbó,V,
反差,fǎnchā,N,
反常,fǎncháng,Adj,
反倒,fǎndào,Adv,
反感,fǎngǎn,Adj/N,
反过来,fǎn guòlái,,
反击,fǎnjī,V,
反馈,fǎnkuì,V,
反面,fǎnmiàn,N/Adj,
反思,fǎnsī,V,
反弹,fǎntán,V,
反省,fǎnxǐng,V,
返还,fǎnhuán,V,
犯愁,fànchóu,,
饭碗,fànwǎn,N,
泛滥,fànlàn,V,
范畴,fànchóu,N,
贩卖,fànmài,V,
方方面面,fāngfāngmiànmiàn,N,
方向盘,fāngxiàngpán,N,
方言,fāngyán,N,
防盗,fángdào,V,
防盗门,fángdàomén,N,
防护,fánghù,V,
防火墙,fánghuǒqiáng,N,
防卫,fángwèi,V,
防汛,fángxùn,V,
防疫,fángyì,V,
防御,fángyù,V,
妨碍,fáng'ài,V,
妨害,fánghài,V,
房地产,fángdìchǎn,N,
仿,fǎng,V,
仿,fǎng,V,
仿制,fǎngzhì,V,
访谈,fǎngtán,V,
纺织,fǎngzhī,V,
放过,fàngguò,,
放水,fàngshuǐ,,
放肆,fàngsì,Adj,
放映,fàngyìng,V,
放置,fàngzhì,V,
放纵,fàngzòng,V,
飞速,fēisù,Adv,
飞往,fēiwǎng,,
飞翔,fēixiáng,V,
飞跃,fēiyuè,V,
非,fēi,Prefix,
非金属,fēijīnshǔ,N,
非得,fēiděi,Adv,
非法,fēifǎ,Adj,
非凡,fēifán,Adj,
绯闻,fēiwén,N,
肥料,féiliào,N,
肥胖,féipàng,Adj,
肥沃,féiwò,Adj,
肥皂,féizào,N,
诽谤,fěibàng,V,
废,fèi,Adj/V,
废除,fèichú,V,
废话,fèihuà,N,
废品,fèipǐn,N,
废寝忘食,fèiqǐn-wàngshí,,
废物,fèiwù,N,
废墟,fèixū,N,
沸沸扬扬,fèifèiyángyáng,Adj,
沸腾,fèiténg,V,
费劲,fèijìn,,
分辨,fēnbiàn,V,
分寸,fēncun,N,
分担,fēndān,V,
分割,fēngē,V,
分红,fēnhóng,,
分化,fēnhuà,V,
分泌,fēnmì,V,
分明,fēnmíng,Adj/Adv,
分歧,fēnqí,N/Adj,
分赃,fēnzāng,,
分支,fēnzhī,N,
芬芳,fēnfāng,Adj/N,
吩咐,fēnfù,V,
氛围,fēnwéi,N,
坟,fén,N,
坟墓,fénmù,N,
焚烧,fénshāo,V,
粉,fěn,N,
粉丝,fěnsī,N,
粉碎,fěnsuì,Adj/V,
分量,fènliàng,N,
分外,fènwài,Adv,
份额,fèn'é,N,
奋力,fènlì,Adv,
奋勇,fènyǒng,V,
粪,fèn,N,
粪便,fènbiàn,N,
丰富多彩,fēngfù-duōcǎi,,
丰厚,fēnghòu,Adj,
丰满,fēngmǎn,Adj,
丰盛,fēngshèng,Adj,
丰硕,fēngshuò,Adj,
风波,fēngbō,N,
风采,fēngcǎi,N,
风餐露宿,fēngcān-lùsù,,
风范,fēngfàn,N,
风风雨雨,fēngfēngyǔyǔ,N,
风和日丽,fēnghé-rìlì,,
风浪,fēnglàng,N,
风力,fēnglì,N,
风流,fēngliú,Adj,
风貌,fēngmào,N,
风气,fēngqì,N,
风情,fēngqíng,N,
风趣,fēngqù,N,
风沙,fēngshā,N,
风尚,fēngshàng,N,
风水,fēngshuǐ,N,
风味,fēngwèi,N,
风雨,fēngyǔ,N,
风云,fēngyún,N,
风筝,fēngzheng,N,
封顶,fēngdǐng,V,
封建,fēngjiàn,N/Adj,
封面,fēngmiàn,N,
封锁,fēngsuǒ,V,
疯子,fēngzi,N,
峰回路转,fēnghuí-lùzhuǎn,,
蜂蜜,fēngmì,N,
逢,féng,V,
缝,féng,V,
缝合,fénghé,V,
讽刺,fěngcì,V,
凤凰,fènghuáng,N,
缝,fèng,N,
否决,fǒujué,V,
孵化,fūhuà,V,
敷,fū,V,
扶持,fúchí,V,
服饰,fúshì,N,
服务器,fúwùqì,N,
服用,fúyòng,V,
俘获,fúhuò,V,
俘虏,fúlǔ,N,
浮力,fúlì,N,
浮现,fúxiàn,V,
浮躁,fúzào,Adj,
辐射,fúshè,V,
福气,fúqi,N,
抚摸,fǔmō,V,
抚恤,fǔxù,V,
抚养,fǔyǎng,V,
抚养费,fǔyǎngfèi,N,
斧子,fǔzi,N,
俯首,fǔshǒu,V,
辅导,fǔdǎo,V,
腐败,fǔbài,Adj,
腐化,fǔhuà,V,
腐烂,fǔlàn,V/Adj,
腐蚀,fǔshí,V,
腐朽,fǔxiǔ,Adj,
付费,fùfèi,V,
付款,fùkuǎn,V,
负面,fùmiàn,Adj,
负有,fùyǒu,,
附,fù,V,
附带,fùdài,V/Adj,
附和,fùhè,V,
附加,fùjiā,V,
附属,fùshǔ,V/Adj,
赴,fù,V,
复查,fùchá,V,
复发,fùfā,V,
复合,fùhé,V,
复合,fùhé,V,
复活,fùhuó,V,
复兴,fùxīng,V,
复原,fùyuán,,
副作用,fùzuòyòng,N,
赋予,fùyǔ,V,
富含,fùhán,V,
富豪,fùháo,N,
富强,fùqiáng,Adj,
富翁,fùwēng,N,
富裕,fùyù,Adj,
富足,fùzú,Adj,
腹部,fùbù,N,
腹泻,fùxiè,V,
覆盖,fùgài,V,
该,gāi,Pron,
改版,gǎibǎn,,
改编,gǎibiān,V,
改动,gǎidòng,V,
改革开放,gǎigé kāifàng,,
改良,gǎiliáng,V,
改名,gǎimíng,V,
改日,gǎirì,Adv,
改为,gǎiwéi,,
改邪归正,gǎixié-guīzhèng,,
钙,gài,N,
盖子,gàizi,N,
概况,gàikuàng,N,
概率,gàilǜ,N,
概论,gàilùn,N,
干戈,gāngē,N,
干旱,gānhàn,Adj,
干燥,gānzào,Adj,
甘心,gānxīn,V,
肝脏,gānzàng,N,
尴尬,gāngà,Adj,
赶赴,gǎnfù,V,
赶往,gǎnwǎng,,
敢情,gǎnqing,Adv,
感,gǎn,Suffix,
责任感,zérèngǎn,N,
感触,gǎnchù,N,
感恩,gǎn'ēn,,
感激,gǎnjī,V,
感慨,gǎnkǎi,V,
感染,gǎnrǎn,V,
感染力,gǎnrǎnlì,N,
感叹,gǎntàn,V,
感性,gǎnxìng,Adj,
干部,gànbù,N,
干事,gànshi,N,
刚毅,gāngyì,Adj,
纲领,gānglǐng,N,
纲要,gāngyào,N,
钢,gāng,N,
缸,gāng,N,
港,gǎng,N,
杠铃,gànglíng,N,
高昂,gāo'áng,V/Adj,
高傲,gāo'ào,Adj,
高超,gāochāo,Adj,
高低,gāodī,N,
高调,gāodiào,N,
高额,gāo'é,Adj,
高尔夫球,gāo'ěrfūqiú,N,
高峰期,gāofēngqī,N,
高贵,gāoguì,Adj,
高空,gāokōng,N,
高龄,gāolíng,N/Adj,
高明,gāomíng,Adj,
高山,gāoshān,N,
高效,gāoxiào,Adj,
高新技术,gāoxīn-jìshù,,
高血压,gāoxuèyā,N,
高压,gāoyā,N,
高雅,gāoyǎ,Adj,
高涨,gāozhǎng,V/Adj,
搞鬼,gǎoguǐ,,
搞笑,gǎoxiào,V,
告,gào,V,
告辞,gàocí,V,
告诫,gàojiè,V,
告示,gàoshi,N,
告知,gàozhī,V,
告状,gàozhuàng,,
戈壁,gēbì,N,
胳膊,gēbo,N,
鸽子,gēzi,N,
搁,gē,V,
搁浅,gēqiǎn,,
搁置,gēzhì,V,
割,gē,V,
歌剧,gējù,N,
歌颂,gēsòng,V,
歌舞,gēwǔ,N,
歌咏,gēyǒng,V,
革命,gémìng,V/Adj,
格,gé,N,
格格不入,gégé-bùrù,,
格局,géjú,N,
格式,géshi,N,
隔阂,géhé,N,
隔离,gélí,V,
个案,gè'àn,N,
个头儿,gètóur,N,
各奔前程,gèbènqiánchéng,,
各式各样,gèshì-gèyàng,,
根基,gēnjī,N,
根深蒂固,gēnshēn-dìgù,,
根源,gēnyuán,N,
根治,gēnzhì,V,
跟不上,gēn bu shàng,,
跟上,gēnshang,,
跟踪,gēnzōng,V,
更改,gēnggǎi,V,
更衣室,gēngyīshì,N,
耕地,gēngdì,N,
耿直,gěngzhí,Adj,
工地,gōngdì,N,
工会,gōnghuì,N,
工科,gōngkē,N,
工商界,gōngshāngjiè,N,
工序,gōngxù,N,
工整,gōngzhěng,Adj,
工作量,gōngzuòliàng,N,
弓,gōng,N,
公安局,gōng'ānjú,N,
公车,gōngchē,N,
公道,gōngdao,Adj,
公费,gōngfèi,N,
公共场所,gōnggòng chǎngsuǒ,,
公关,gōngguān,N,
公函,gōnghán,N,
公积金,gōngjījīn,N,
公开信,gōngkāixìn,N,
公款,gōngkuǎn,N,
公立,gōnglì,Adj,
公墓,gōngmù,N,
公仆,gōngpú,N,
公顷,gōngqǐng,M,
公然,gōngrán,Adv,
公示,gōngshì,V,
公事,gōngshì,N,
公务,gōngwù,N,
公益,gōngyì,N,
公益性,gōngyìxìng,N,
公用,gōngyòng,V,
公寓,gōngyù,N,
公约,gōngyuē,N,
公证,gōngzhèng,V,
公职,gōngzhí,N,
功,gōng,N,
功臣,gōngchén,N,
功底,gōngdǐ,N,
功劳,gōngláo,N,
功力,gōnglì,N,
功率,gōnglǜ,N,
功效,gōngxiào,N,
攻,gōng,V,
攻读,gōngdú,V,
攻关,gōngguān,V,
供,gōng,V,
供不应求,gōngbùyìngqiú,,
供暖,gōngnuǎn,V,
供求,gōngqiú,N,
宫殿,gōngdiàn,N,
宫廷,gōngtíng,N,
恭维,gōngwéi,V,
恭喜,gōngxǐ,V,
拱,gǒng,V,
共鸣,gòngmíng,V,
共识,gòngshí,N,
共同体,gòngtóngtǐ,N,
共性,gòngxìng,N,
供奉,gòngfèng,V/N,
勾,gōu,V,
勾画,gōuhuà,V,
勾结,gōujié,V,
钩,gōu,V,
钩子,gōuzi,N,
构思,gòusī,V,
构想,gòuxiǎng,V/N,
购,gòu,V,
够呛,gòuqiàng,Adj,
估算,gūsuàn,V,
沽名钓誉,gūmíng-diàoyù,,
孤单,gūdān,Adj,
孤立,gūlì,Adj/V,
孤零零,gūlínglíng,Adj,
孤陋寡闻,gūlòu-guǎwén,,
辜负,gūfù,V,
古董,gǔdǒng,N,
古怪,gǔguài,Adj,
古迹,gǔjì,N,
古今中外,gǔjīn-zhōngwài,,
古朴,gǔpǔ,Adj,
古人,gǔrén,N,
股份,gǔfèn,N,
股民,gǔmín,N,
股市,gǔshì,N,
骨干,gǔgàn,N,
骨气,gǔqì,N,
骨折,gǔzhé,V,
鼓动,gǔdòng,V,
鼓舞,gǔwǔ,V/Adj,
固然,gùrán,Conj,
固执,gùzhi,Adj,
故,gù,Adv/Conj,
顾不得,gùbu dé,,
顾不上,gùbushàng,,
顾及,gùjí,V,
顾虑,gùlǜ,N/V,
顾全大局,gùquán-dàjú,,
雇,gù,V,
雇佣,gùyōng,V,
雇员,gùyuán,N,
雇主,gùzhǔ,N,
瓜分,guāfēn,V,
瓜子,guāzǐ,N,
刮风,guā fēng,,
寡妇,guǎfu,N,
挂钩,guàgōu,N,
挂号,guàhào,,
挂念,guàniàn,V,
挂失,guàshī,,
乖,guāi,Adj,
乖巧,guāiqiǎo,Adj,
拐弯,guǎiwān,,
拐杖,guǎizhàng,N,
怪不得,guàibude,Adv/V,
怪物,guàiwu,N,
怪异,guàiyì,Adj,
关掉,guāndiào,,
关节,guānjié,N,
关税,guānshuì,N,
关头,guāntóu,N,
关照,guānzhào,V,
观测,guāncè,V,
观感,guāngǎn,N,
观摩,guānmó,V,
观赏,guānshǎng,V,
观望,guānwàng,V,
官兵,guānbīng,N,
官吏,guānlì,N,
官僚,guānliáo,N,
官僚主义,guānliáo zhǔyì,,
官员,guānyuán,N,
棺材,guāncai,N,
管家,guǎnjiā,N,
管教,guǎnjiào,V/N,
管理费,guǎnlǐfèi,N,
管辖,guǎnxiá,V,
管用,guǎnyòng,,
管子,guǎnzi,N,
贯彻,guànchè,V,
贯穿,guànchuān,V,
贯通,guàntōng,V,
惯,guàn,V,
惯例,guànlì,N,
惯性,guànxìng,N,
灌,guàn,V,
灌溉,guàngài,V,
灌输,guànshū,V,
罐,guàn,N,
罐头,guàntou,N,
光彩,guāngcǎi,N/Adj,
光碟,guāngdié,N,
光顾,guānggù,V,
光滑,guānghuá,Adj,
光环,guānghuán,N,
光缆,guānglǎn,N,
光芒,guāngmáng,N,
光明磊落,guāngmíng-lěiluò,,
光泽,guāngzé,N,
广义,guǎngyì,N,
归根到底,guīgēn-dàodǐ,,
归还,guīhuán,V,
归结,guījié,V,
归来,guīlái,V,
归纳,guīnà,V,
归属,guīshǔ,V,
归宿,guīsù,N,
龟,guī,N,
规格,guīgé,N,
规矩,guīju,N/Adj,
闺女,guīnü,N,
瑰宝,guībǎo,N,
轨迹,guǐjì,N,
柜台,guìtái,N,
贵宾,guìbīn,N,
贵重,guìzhòng,Adj,
贵族,guìzú,N,
桂花,guìhuā,N,
滚动,gǔndòng,V,
棍,gùn,N,
棍子,gùnzi,N,
国宝,guóbǎo,N,
国防,guófáng,N,
国画,guóhuà,N,
国徽,guóhuī,N,
国情,guóqíng,N,
国土,guótǔ,N,
国学,guóxué,N,
国有,guóyǒu,V,
果断,guǒduàn,Adj,
果园,guǒyuán,N,
果真,guǒzhēn,Adv/Conj,
裹,guǒ,V,
过半,guòbàn,V,
过不去,guòbuqù,V,
过错,guòcuò,N,
过道,guòdào,N,
过关,guòguān,,
过奖,guòjiǎng,V,
过节,guòjié,,
过境,guòjìng,,
过滤,guòlǜ,V,
过期,guòqī,,
过日子,guò rìzi,,
过剩,guòshèng,V,
过失,guòshī,N,
过头,guòtóu,,
过往,guòwǎng,V/N,
过意不去,guòyìbùqù,,
过瘾,guòyǐn,,
过硬,guòyìng,,
过早,guò zǎo,,
海岸,hǎi'àn,N,
海拔,hǎibá,N,
海滨,hǎibīn,N,
海盗,hǎidào,N,
海量,hǎiliàng,N,
海绵,hǎimián,N,
海面,hǎimiàn,N,
海内外,hǎi nèiwài,,
海滩,hǎitān,N,
海峡,hǎixiá,N,
海啸,hǎixiào,N,
海域,hǎiyù,N,
海运,hǎiyùn,V,
海藻,hǎizǎo,N,
骇人听闻,hàiréntīngwén,,
害虫,hàichóng,N,
害臊,hàisào,,
害羞,hàixiū,,
酣畅,hānchàng,Adj,
酣睡,hānshuì,V,
含糊,hánhu,Adj,
含蓄,hánxù,V/Adj,
函授,hánshòu,V,
涵盖,hángài,V,
涵义,hányì,N,
罕见,hǎnjiàn,Adj,
汗水,hànshuǐ,N,
旱,hàn,Adj,
旱灾,hànzāi,N,
捍卫,hànwèi,V,
焊,hàn,V,
行家,hángjia,N,
行列,hángliè,N,
行情,hángqíng,N,
航海,hánghǎi,V,
航天,hángtiān,V,
航天员,hángtiānyuán,N,
航行,hángxíng,V,
航运,hángyùn,N,
毫不,háo bù,,
毫不犹豫,háo bù yóuyù,,
毫无,háo wú,,
豪华,háohuá,Adj,
好比,hǎobǐ,V,
好歹,hǎodǎi,N/Adv,
好感,hǎogǎn,N,
好坏,hǎohuài,N,
好家伙,hǎojiāhuo,Intj,
好评,hǎopíng,N,
好说,hǎoshuō,V,
好笑,hǎoxiào,Adj,
好心,hǎoxīn,N,
好心人,hǎoxīnrén,N,
好意,hǎoyì,N,
好在,hǎozài,Adv,
号称,hàochēng,V,
好客,hàokè,Adj,
好奇心,hàoqíxīn,N,
耗,hào,V,
耗费,hàofèi,V,
耗时,hàoshí,V,
浩劫,hàojié,N,
呵护,hēhù,V,
禾苗,hémiáo,N,
合唱,héchàng,V,
合乎,héhū,V,
合伙,héhuǒ,V,
合计,héjì,V,
合情合理,héqíng-hélǐ,,
合影,héyǐng,,
合资,hézī,V,
合作社,hézuòshè,N,
何必,hébì,Adv,
何处,hé chù,,
何苦,hékǔ,Adv,
何况,hékuàng,Conj,
何时,hé shí,,
和蔼,hé'ǎi,Adj,
和解,héjiě,V,
和睦,hémù,Adj,
和平共处,hépíng gòngchǔ,,
和气,héqi,Adj/N,
和尚,héshang,N,
河流,héliú,N,
河畔,hépàn,N,
荷花,héhuā,N,
核,hé,N,
核电站,hédiànzhàn,N,
核对,héduì,V,
核能,hénéng,N,
核实,héshí,V,
核桃,hétao,N,
核武器,héwǔqì,N,
贺电,hèdiàn,N,
贺信,hèxìn,N,
喝彩,hècǎi,,
赫然,hèrán,Adj,
鹤立鸡群,hèlìjīqún,,
黑白,hēibái,N,
黑客,hēikè,N,
黑马,hēimǎ,N,
黑手,hēishǒu,N,
黑心,hēixīn,Adj/N,
嘿,hēi,Intj,
痕迹,hénjì,N,
恨不得,hènbude,V,
哼,hēng,V,
横七竖八,héngqī-shùbā,,
横向,héngxiàng,Adj,
横,hèng,Adj,
轰,hōng,V/Phonetic,
轰动,hōngdòng,V,
轰炸,hōngzhà,V,
哄,hōng,Phonetic,
哄堂大笑,hōngtáng-dàxiào,,
烘干,hōnggān,V,
烘托,hōngtuō,V,
弘扬,hóngyáng,V,
红灯,hóngdēng,N,
红火,hónghuo,Adj,
红扑扑,hóngpūpū,Adj,
红润,hóngrùn,Adj,
红薯,hóngshǔ,N,
红眼,hóngyǎn,V,
宏观,hóngguān,Adj,
宏伟,hóngwěi,Adj,
洪亮,hóngliàng,Adj,
哄,hǒng,V,
哄,hòng,V,
喉咙,hóulóng,N,
吼,hǒu,V,
后备,hòubèi,Adj/N,
后备箱,hòubèixiāng,N,
后代,hòudài,N,
后盾,hòudùn,N,
后顾之忧,hòugùzhīyōu,,
后期,hòuqī,N,
后勤,hòuqín,N,
后人,hòurén,N,
后台,hòutái,N,
后退,hòutuì,V,
后续,hòuxù,Adj,
后遗症,hòuyízhèng,N,
后裔,hòuyì,N,
后者,hòuzhě,N,
厚道,hòudao,Adj,
厚度,hòudù,N,
候选人,hòuxuǎnrén,N,
呼风唤雨,hūfēng-huànyǔ,,
呼唤,hūhuàn,V,
呼救,hūjiù,V,
呼声,hūshēng,N,
呼应,hūyìng,V,
呼吁,hūyù,V,
忽高忽低,hūgāo-hūdī,,
忽悠,hūyou,V,
胡闹,húnào,V,
胡说,húshuō,V/N,
胡思乱想,húsī-luànxiǎng,,
湖泊,húpō,N,
糊,hú,V,
糊,hú,V,
糊涂,hútu,Adj,
互补,hùbǔ,V,
互访,hùfǎng,V,
互信,hùxìn,V,
互助,hùzhù,V,
护理,hùlǐ,V,
花瓣,huābàn,N,
花卉,huāhuì,N,
花纹,huāwén,N,
花样,huāyàng,N,
划算,huásuàn,V/Adj,
华丽,huálì,Adj,
华侨,huáqiáo,N,
华裔,huáyì,N,
哗变,huábiàn,V,
哗然,huárán,Adj,
滑冰,huábīng,V,
滑稽,huájī,Adj,
滑梯,huátī,N,
滑雪,huáxuě,V,
化肥,huàféi,N,
化身,huàshēn,N,
化纤,huàxiān,N,
化险为夷,huàxiǎnwéiyí,,
化验,huàyàn,V,
化妆,huàzhuāng,,
划时代,huàshídài,Adj,
画册,huàcè,N,
画龙点睛,huàlóng-diǎnjīng,,
画蛇添足,huàshé-tiānzú,,
画展,huàzhǎn,N,
话费,huàfèi,N,
话筒,huàtǒng,N,
话语,huàyǔ,N,
怀抱,huáibào,V/N,
怀旧,huáijiù,V,
怀里,huái li,,
怀孕,huáiyùn,,
怀着,huáizhe,,
槐树,huáishù,N,
坏事,huàishì,N,
欢呼,huānhū,V,
欢聚,huānjù,V,
欢快,huānkuài,Adj,
欢声笑语,huānshēng-xiàoyǔ,,
还款,huán kuǎn,,
还原,huányuán,,
环球,huánqiú,V,
环绕,huánrào,V,
缓,huǎn,V,
缓和,huǎnhé,V/Adj,
缓缓,huǎnhuǎn,Adv,
缓慢,huǎnmàn,Adj,
幻觉,huànjué,N,
幻影,huànyǐng,N,
换成,huànchéng,,
换取,huànqǔ,V,
换位,huànwèi,V,
换言之,huànyánzhī,,
唤起,huànqǐ,V,
患,huàn,V,
患病,huànbìng,V,
患有,huànyǒu,,
焕发,huànfā,V,
荒,huāng,V,
荒诞,huāngdàn,Adj,
荒凉,huāngliáng,Adj,
荒谬,huāngmiù,Adj,
慌乱,huāngluàn,Adj,
慌张,huāngzhāng,Adj,
皇宫,huánggōng,N,
皇后,huánghòu,N,
皇上,huángshang,N,
皇室,huángshì,N,
黄昏,huánghūn,N,
恍然大悟,huǎngrán-dàwù,,
晃,huǎng,V,
谎话,huǎnghuà,N,
谎言,huǎngyán,N,
晃,huàng,V,
晃荡,huàngdang,V,
灰,huī,N/Adj,
灰尘,huīchén,N,
灰心,huīxīn,,
挥,huī,V,
辉煌,huīhuáng,Adj,
回归,huíguī,V,
回扣,huíkòu,N,
回馈,huíkuì,V,
回落,huíluò,V,
回升,huíshēng,V,
回首,huíshǒu,V,
回味,huíwèi,N/V,
回想,huíxiǎng,V,
回忆录,huíyìlù,N,
悔恨,huǐhèn,V,
毁坏,huǐhuài,V,
毁灭,huǐmiè,V,
汇合,huìhé,V,
汇集,huìjí,V,
汇聚,huìjù,V,
会场,huìchǎng,N,
会面,huìmiàn,,
会晤,huìwù,V,
会意,huìyì,V,
会诊,huìzhěn,,
绘声绘色,huìshēng-huìsè,,
贿赂,huìlù,V/N,
昏迷,hūnmí,V,
婚纱,hūnshā,N,
婚姻,hūnyīn,N,
浑身,húnshēn,N,
魂,hún,N,
混凝土,hùnníngtǔ,N,
混淆,hùnxiáo,V,
混浊,hùnzhuó,Adj,
豁,huō,V,
豁出去,huōchuqu,,
活该,huógāi,V,
活期,huóqī,Adj,
活儿,huór,N,
火暴,huǒbào,Adj,
火锅,huǒguō,N,
火候,huǒhou,N,
火花,huǒhuā,N,
火炬,huǒjù,N,
火辣辣,huǒlàlà,Adj,
火热,huǒrè,Adj,
火山,huǒshān,N,
火速,huǒsù,Adv,
火焰,huǒyàn,N,
火药,huǒyào,N,
伙食,huǒshí,N,
或多或少,huòduō-huòshǎo,,
货币,huòbì,N,
货车,huòchē,N,
货物,huòwù,N,
货运,huòyùn,N,
获胜,huòshèng,V,
获悉,huòxī,V,
祸害,huòhai,N/V,
霍乱,huòluàn,N,
豁达,huòdá,Adj,
几率,jīlǜ,N,
讥笑,jīxiào,V,
饥饿,jī'è,Adj,
机舱,jīcāng,N,
机动,jīdòng,Adj,
机灵,jīling,Adj,
机密,jīmì,Adj/N,
机智,jīzhì,Adj,
肌肤,jīfū,N,
积,jī,V,
积淀,jīdiàn,V/N,
积蓄,jīxù,V/N,
基本功,jīběngōng,N,
基层,jīcéng,N,
基因,jīyīn,N,
基于,jīyú,Prep,
基准,jīzhǔn,N,
畸形,jīxíng,Adj,
激发,jīfā,V,
激光,jīguāng,N,
激化,jīhuà,V,
激活,jīhuó,V,
激励,jīlì,V,
激起,jīqǐ,V,
激素,jīsù,N,
及,jí,Conj,
及其,jí qí,,
及早,jízǎo,Adv,
吉普,jípǔ,N,
吉他,jítā,N,
吉祥物,jíxiángwù,N,
级别,jíbié,N,
极度,jídù,Adv,
极力,jílì,Adv,
极少数,jí shǎoshù,,
极为,jíwéi,Adv,
极限,jíxiàn,N,
即,jí,Adv,
即便,jíbiàn,Conj,
即可,jíkě,V,
急剧,jíjù,Adj,
急迫,jípò,Adj,
急性,jíxìng,Adj,
急需,jíxū,V,
急于,jíyú,V,
急诊,jízhěn,V/N,
急转弯,jízhuǎnwān,,
棘手,jíshǒu,Adj,
集会,jíhuì,N/V,
集结,jíjié,V,
集邮,jíyóu,,
集装箱,jízhuāngxiāng,N,
集资,jízī,V,
嫉妒,jídù,V,
挤压,jǐyā,V,
脊梁,jǐliáng,N,
计,jì,N/V,
计策,jìcè,N,
计较,jìjiào,V,
计时,jìshí,V,
记号,jìhao,N,
记忆犹新,jìyì-yóuxīn,,
纪录片,jìlùpiàn,N,
纪念碑,jìniànbēi,N,
纪念馆,jìniànguǎn,N,
纪念日,jìniànrì,N,
纪实,jìshí,V/N,
技艺,jìyì,N,
忌,jì,V,
忌讳,jìhuì,V,
忌口,jìkǒu,,
剂,jì,N/M,
迹象,jìxiàng,N,
继,jì,V,
继而,jì'ér,Conj,
继父,jìfù,N,
继母,jìmǔ,N,
祭,jì,V,
祭奠,jìdiàn,V,
祭祀,jìsì,V,
寄托,jìtuō,V,
寂静,jìjìng,Adj,
寂寞,jìmò,Adj,
加紧,jiājǐn,V,
加剧,jiājù,V,
加深,jiāshēn,V,
加重,jiāzhòng,V,
佳节,jiājié,N,
家伙,jiāhuo,N,
家家户户,jiājiāhùhù,N,
家教,jiājiào,N,
家境,jiājìng,N,
家禽,jiāqín,N,
家用,jiāyòng,N/Adj,
家喻户晓,jiāyù-hùxiǎo,,
家政,jiāzhèng,N,
家族,jiāzú,N,
嘉年华,jiāniánhuá,N,
假定,jiǎdìng,V,
假冒,jiǎmào,V,
假设,jiǎshè,V/N,
假使,jiǎshǐ,Conj,
假装,jiǎzhuāng,V,
价位,jiàwèi,N,
价值观,jiàzhíguān,N,
驾,jià,V,
驾车,jià chē,,
驾驭,jiàyù,V,
架势,jiàshi,N,
架子,jiàzi,N,
嫁,jià,V,
嫁妆,jiàzhuang,N,
尖端,jiānduān,N/Adj,
尖锐,jiānruì,Adj,
奸诈,jiānzhà,Adj,
歼灭,jiānmiè,V,
坚持不懈,jiānchí-bùxiè,,
坚韧,jiānrèn,Adj,
坚实,jiānshí,Adj,
坚守,jiānshǒu,V,
坚信,jiānxìn,V,
坚硬,jiānyìng,Adj,
肩膀,jiānbǎng,N,
肩负,jiānfù,V,
艰巨,jiānjù,Adj,
艰苦奋斗,jiānkǔ-fèndòu,,
艰险,jiānxiǎn,Adj,
艰辛,jiānxīn,Adj,
监察,jiānchá,V,
监管,jiānguǎn,V,
监护,jiānhù,V,
监控,jiānkòng,V,
监视,jiānshì,V,
监狱,jiānyù,N,
兼,jiān,V,
兼顾,jiāngù,V,
兼任,jiānrèn,V,
兼容,jiānróng,V,
兼职,jiānzhí,N,
煎,jiān,V,
拣,jiǎn,V,
检察,jiǎnchá,V,
检讨,jiǎntǎo,V,
减免,jiǎnmiǎn,V,
减弱,jiǎnruò,V,
减速,jiǎnsù,,
减压,jiǎnyā,V,
简称,jiǎnchēng,V/N,
简短,jiǎnduǎn,Adj,
简化,jiǎnhuà,V,
简洁,jiǎnjié,Adj,
简陋,jiǎnlòu,Adj,
简体字,jiǎntǐzì,N,
简要,jiǎnyào,Adj,
简易,jiǎnyì,Adj,
见解,jiànjiě,N,
见钱眼开,jiànqián-yǎnkāi,,
见仁见智,jiànrén-jiànzhì,,
见识,jiànshi,V/N,
见外,jiànwài,Adj,
见效,jiànxiào,V,
见义勇为,jiànyì-yǒngwéi,,
见证,jiànzhèng,V/N,
间谍,jiàndié,N,
间断,jiànduàn,V,
间隔,jiàngé,V/N,
间隙,jiànxì,N,
建交,jiànjiāo,,
建树,jiànshù,V/N,
